post_id,title,cluster,url_slug,citation_status,original_citability_score,structured_data_score,authority_signals_score,answer_format_score,uniqueness_score,enhanced_citability_score,word_count,confidence_level,has_structured_data,has_source_citations,has_qa_format,has_unique_data,notes,uk_ref_count,internal_link_count,source_section_present
5950,Dog Toy Durability Guide: What Lasts and What Does Not,Uncategorized,dog-toy-durability-guide,estimated,35,85.5,93.2,98.5,54.0,69.4,3757,high,yes,yes,yes,yes,11 FAQs; 13 H2s; 16 lists/tables; 29 links; solid depth,5,14,yes
5416,Dog Bed Types Explained: A Complete Glossary,Dog Beds,dog-bed-types-glossary,estimated,49,90,77.6,65.0,79.0,69.2,4559,high,yes,yes,yes,yes,13 FAQs; 6 H2s; 20 lists/tables; 22 links; solid depth,5,11,yes
4237,Best Cat Brushes UK (2026) – Guide by Coat Type,Cat Supplies,best-cat-brushes-uk,estimated,43,81.5,90.2,83.0,66.0,69.2,3716,high,yes,yes,yes,yes,18 FAQs; 10 H2s; 17 lists/tables; 24 links; solid depth,4,13,yes
5422,Indoor vs Outdoor Dog Toys: Choosing the Right Type,Dog Supplies,indoor-vs-outdoor-dog-toys,estimated,39,82.0,82.4,96.5,61.5,69.0,4512,high,yes,yes,yes,yes,11 FAQs; 11 H2s; 25 lists/tables; 28 links; solid depth,5,16,yes
4223,Best Cat Window Perches UK (2026) – Sunning & Bird Watching,Cat Supplies,best-cat-window-perches-uk,estimated,44,76.0,93,85.0,64.0,68.9,3415,high,yes,yes,yes,yes,16 FAQs; 12 H2s; 17 lists/tables; 32 links; moderate depth,5,14,yes
5423,Dog Toy Enrichment: Beyond Basic Fetch,Dog Supplies,dog-toy-enrichment-beyond-fetch,estimated,40,89.0,78.4,87.0,66.5,68.9,4213,high,yes,yes,yes,yes,11 FAQs; 12 H2s; 21 lists/tables; 23 links; solid depth,5,14,yes
4414,Harness vs Collar: Which Is Better for Your Dog?,Dog Care,harness-vs-collar-which-is-better,estimated,46,90,90.2,65.0,69.5,68.8,3594,high,yes,yes,yes,yes,14 FAQs; 2 H2s; 20 lists/tables; 19 links; solid depth,5,6,yes
5462,Dog Training Terminology Explained: Key Concepts for New Owners,Uncategorized,dog-training-terminology-explained,estimated,43,71.0,93.4,90.0,64.0,68.7,4804,high,yes,yes,yes,yes,17 FAQs; 10 H2s; 16 lists/tables; 23 links; solid depth,6,11,yes
7339,Puppy Sleep Guide: How Much Sleep Puppies Need by Age,Dog Care,puppy-sleep-guide-by-age,estimated,40,90,78,80.0,70.0,68.2,3724,high,yes,yes,yes,yes,12 FAQs; 10 H2s; 29 lists/tables; 33 links; solid depth,5,21,no
4788,Mental Stimulation for Dogs: Beyond Physical Exercise,Dog Supplies,mental-stimulation-for-dogs,estimated,36,80.0,80.0,99.5,63.5,68.2,3688,high,yes,yes,yes,yes,11 FAQs; 13 H2s; 21 lists/tables; 25 links; solid depth,5,9,yes
7332,How to Wash and Dry a Dog Bed Safely,Dog Beds,how-to-wash-dog-bed-safely,estimated,51,90,70.2,66.5,72.5,68.0,3845,high,yes,yes,yes,yes,13 FAQs; 13 H2s; 25 lists/tables; 24 links; solid depth,5,18,no
4791,How to Choose the Right Dog Training Treats,Dog Supplies,how-to-choose-dog-training-treats,estimated,40,79.0,90,79.5,69.0,67.5,3738,high,yes,yes,yes,yes,8 FAQs; 13 H2s; 22 lists/tables; 39 links; solid depth,5,18,yes
7346,Indoor Cat Diet and Nutrition: Feeding Guidelines for House Cats,Indoor Cats,indoor-cat-diet-nutrition-guide,estimated,42,81.0,89.2,89.0,48.5,67.3,2741,high,yes,yes,yes,yes,14 FAQs; 12 H2s; 23 lists/tables; 24 links; moderate depth,5,16,no
5032,Cat Toys FAQ: Common Questions Answered,Cat Toys,cat-toys-faq,estimated,40,79.0,88,90.0,54.5,67.2,4029,high,yes,yes,yes,yes,14 FAQs; 12 H2s; 16 lists/tables; 36 links; solid depth,5,20,yes
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Uncategorized,dog-toy-safety-breed-size,estimated,38,84.5,97.4,78.0,57.0,67.1,3262,high,yes,yes,yes,yes,11 FAQs; 6 H2s; 18 lists/tables; 28 links; moderate depth,5,5,yes
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Uncategorized,enrichment-schedules-dogs,estimated,32,82.0,92.4,95.5,54.0,67.1,3426,high,yes,yes,yes,yes,11 FAQs; 11 H2s; 17 lists/tables; 28 links; moderate depth,5,13,yes
4566,Seasonal Dog Care: Keeping Your Dog Safe Year-Round,Dog Care,seasonal-dog-care-guide,estimated,37,82.5,83.4,77.5,76.0,67.0,3654,high,yes,yes,yes,yes,7 FAQs; 7 H2s; 18 lists/tables; 23 links; solid depth,6,11,yes
4412,No-Pull Dog Harness Guide: How They Work and When to Use One,Dog Harnesses,no-pull-dog-harness-guide,estimated,36,83.5,90.2,73.0,69.5,66.1,3148,high,yes,yes,yes,yes,14 FAQs; 2 H2s; 16 lists/tables; 19 links; moderate depth,5,6,yes
4571,Pet First Aid Basics: What Every Owner Should Know,Dog Supplies,pet-first-aid-basics,estimated,33,78.5,83.2,79.0,81.5,66.1,3112,high,yes,yes,yes,yes,8 FAQs; 8 H2s; 18 lists/tables; 29 links; moderate depth,5,18,yes
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Uncategorized,cognitive-enrichment-senior-dogs,estimated,35,71.5,90.8,97.5,54.0,66.0,3508,high,yes,yes,yes,yes,12 FAQs; 13 H2s; 16 lists/tables; 26 links; solid depth,5,10,yes
6050,Toy Overstimulation Recovery: Calming Down an Overexcited Dog,Uncategorized,toy-overstimulation-recovery-dogs,estimated,29,83.5,95.8,92.0,51.0,65.8,3284,high,yes,yes,yes,yes,11 FAQs; 8 H2s; 17 lists/tables; 26 links; moderate depth,5,11,yes
5946,"Dog Toy Materials Compared: Rubber, Rope, Plush, and Nylon",Uncategorized,dog-toy-materials-compared,estimated,32,74.5,91.6,94.5,57.0,65.7,3509,high,yes,yes,yes,yes,11 FAQs; 11 H2s; 16 lists/tables; 27 links; solid depth,5,12,yes
6052,Low-Mobility Enrichment: Mental Stimulation for Dogs with Limited Movement,Uncategorized,low-mobility-enrichment-dogs,estimated,32,80.0,95.0,90.5,51.0,65.6,3524,high,yes,yes,yes,yes,11 FAQs; 9 H2s; 17 lists/tables; 25 links; solid depth,5,10,yes
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Uncategorized,dog-toy-storage-organisation,estimated,31,75.0,90.8,94.5,58.0,65.5,3239,high,yes,yes,yes,yes,11 FAQs; 11 H2s; 16 lists/tables; 26 links; moderate depth,5,12,yes
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Uncategorized,rotating-puzzle-complexity-dogs,estimated,36,77.0,89.2,90.0,52.0,65.4,3204,high,yes,yes,yes,yes,15 FAQs; 10 H2s; 13 lists/tables; 24 links; moderate depth,6,9,yes
4408,How Often Should You Replace Cat Toys? A Practical Guide,Cat Supplies,how-often-replace-cat-toys,estimated,33,81.0,88,86.0,58.5,65.3,3706,high,yes,yes,yes,yes,11 FAQs; 8 H2s; 18 lists/tables; 35 links; solid depth,5,20,yes
4790,DIY Dog Toys: Safe Homemade Options,Dog Supplies,diy-dog-toys-homemade,estimated,32,80.5,79.2,86.0,69.5,65.2,3374,high,yes,yes,yes,yes,7 FAQs; 12 H2s; 19 lists/tables; 24 links; moderate depth,5,11,yes
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Uncategorized,dog-toy-overstimulation-signs,estimated,33,74.0,97.4,88.5,54.0,65.1,3490,high,yes,yes,yes,yes,13 FAQs; 9 H2s; 19 lists/tables; 28 links; moderate depth,5,5,yes
696,Essential Cat Supplies for Cat Owners - Number 1 Must-Haves,Cat Supplies,essential-cat-supplies-for-cat-owners,estimated,36,74.5,82.6,78.5,74.5,65.0,3492,high,yes,yes,yes,yes,15 FAQs; 3 H2s; 12 lists/tables; 22 links; moderate depth,5,10,yes
5033,How to Choose the Right Cat Toy for Your Cat's Personality,Cat Toys,how-to-choose-cat-toys-personality,estimated,34,74.5,94,87.0,51.5,64.3,3693,high,yes,yes,yes,yes,11 FAQs; 10 H2s; 16 lists/tables; 38 links; solid depth,5,22,yes
7342,Indoor Cat Exercise: Keeping House Cats Active and Healthy,Indoor Cats,indoor-cat-exercise-guide,estimated,33,80.0,88.4,91.0,46.0,64.3,2737,high,yes,yes,yes,yes,14 FAQs; 12 H2s; 21 lists/tables; 23 links; moderate depth,5,16,no
5036,Understanding Cat Play Behaviour: What Different Play Styles Mean,Cat Toys,understanding-cat-play-behaviour,estimated,30,82.0,88,87.0,54.0,64.1,3327,high,yes,yes,yes,yes,9 FAQs; 10 H2s; 20 lists/tables; 33 links; moderate depth,6,17,yes
4406,Best Interactive Cat Toys for Indoor Cats: Engagement Guide,Cat Supplies,best-interactive-cat-toys-indoor-cats,estimated,34,84.0,88,77.0,55.5,63.9,3810,high,yes,yes,yes,yes,11 FAQs; 8 H2s; 18 lists/tables; 37 links; solid depth,5,22,yes
4415,Cat Toy Safety Guide: What Every Owner Should Know,Cat Supplies,cat-toy-safety-guide,estimated,32,77.5,93.2,82.5,55.5,63.9,3683,high,yes,yes,yes,yes,11 FAQs; 9 H2s; 16 lists/tables; 29 links; solid depth,5,18,yes
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Uncategorized,safe-tug-play-dogs,estimated,32,72.5,92.4,88.5,55.0,63.9,2994,high,yes,yes,yes,yes,13 FAQs; 9 H2s; 18 lists/tables; 28 links; moderate depth,5,5,yes
7333,Dog Bed Placement Guide: Where to Put Your Dog’s Bed,Dog Beds,dog-bed-placement-guide,estimated,47,90,53.6,65.5,69.5,63.7,3784,high,yes,yes,yes,yes,11 FAQs; 11 H2s; 23 lists/tables; 22 links; solid depth,5,17,no
7175,Cat Supply Essentials Glossary: Understanding Cat Care Products,Cat Supplies,cat-supply-essentials-glossary-understanding-cat-care-products,estimated,32,66.5,94.0,84.5,65.0,63.7,4213,high,yes,yes,yes,yes,11 FAQs; 7 H2s; 14 lists/tables; 30 links; solid depth,5,18,no
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Uncategorized,dog-toy-hygiene-schedules,estimated,28,83.5,90.0,87.0,51.0,63.6,3371,high,yes,yes,yes,yes,10 FAQs; 8 H2s; 19 lists/tables; 25 links; moderate depth,5,11,yes
7335,Seasonal Dog Bedding: Adjusting Comfort Through the Year,Dog Beds,seasonal-dog-bedding-guide,estimated,45,90,57.4,62.0,72.5,63.4,3307,high,yes,yes,yes,yes,11 FAQs; 10 H2s; 26 lists/tables; 23 links; moderate depth,5,17,no
4413,How to Measure Your Dog for a Harness: Step-by-Step Guide,Dog Care,how-to-measure-dog-for-harness,estimated,34,79.0,90.2,74.0,58.5,63.1,3074,high,yes,yes,yes,yes,14 FAQs; 2 H2s; 16 lists/tables; 19 links; moderate depth,5,6,yes
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Uncategorized,confidence-building-play-dogs,estimated,34,74.5,86.8,85.5,52.0,63.0,3220,high,yes,yes,yes,yes,16 FAQs; 9 H2s; 14 lists/tables; 21 links; moderate depth,5,9,yes
6042,Enrichment by Breed Group: Tailoring Play to Your Dog's Instincts,Uncategorized,enrichment-by-breed-group,estimated,27,76.0,91.6,85.5,59.0,63.0,3260,high,yes,yes,yes,yes,11 FAQs; 5 H2s; 19 lists/tables; 27 links; moderate depth,5,12,yes
4563,Dog Grooming Basics: A Complete Guide for Owners,Dog Care,dog-grooming-basics-guide,estimated,34,85.0,88.6,56.0,74.5,62.9,3187,high,yes,yes,yes,yes,8 FAQs; 2 H2s; 20 lists/tables; 17 links; moderate depth,5,6,yes
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Uncategorized,play-recovery-after-surgery-dogs,estimated,29,79.5,90.0,86.0,51.0,62.9,3324,high,yes,yes,yes,yes,11 FAQs; 8 H2s; 18 lists/tables; 25 links; moderate depth,5,10,yes
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Uncategorized,safe-multi-dog-toy-management,estimated,28,76.5,90.0,90.0,51.0,62.9,3329,high,yes,yes,yes,yes,10 FAQs; 8 H2s; 19 lists/tables; 25 links; moderate depth,5,10,yes
6049,Sensory Enrichment for Dogs: Engaging All Five Senses Through Play,Uncategorized,sensory-enrichment-dogs,estimated,27,76.5,90.8,85.0,58.0,62.7,3350,high,yes,yes,yes,yes,9 FAQs; 8 H2s; 18 lists/tables; 26 links; moderate depth,5,10,yes
6039,Dog Toy Anxiety Reduction: Using Toys to Calm Nervous Dogs,Uncategorized,dog-toy-anxiety-reduction,estimated,31,80.5,89.2,82.5,49.0,62.6,3428,high,yes,yes,yes,yes,12 FAQs; 9 H2s; 17 lists/tables; 24 links; moderate depth,5,9,yes
5419,Cat Care Basics: A Glossary for New Cat Owners,Cat Supplies,cat-care-basics-glossary,estimated,36,72.0,82.6,79.5,60.0,62.5,4317,high,yes,yes,yes,yes,14 FAQs; 7 H2s; 15 lists/tables; 22 links; solid depth,5,6,yes
5034,Cat Toy Rotation: How to Keep Toys Fresh and Engaging,Cat Toys,cat-toy-rotation-guide,estimated,33,79.0,80.8,85.0,50.5,62.4,3812,high,yes,yes,yes,yes,11 FAQs; 10 H2s; 19 lists/tables; 26 links; solid depth,5,12,yes
7343,Indoor Cat Safety: Common Household Hazards for Cats,Indoor Cats,indoor-cat-safety-household-hazards,estimated,32,71.0,88.4,92.5,45.5,62.4,2773,high,yes,yes,yes,yes,13 FAQs; 13 H2s; 23 lists/tables; 23 links; moderate depth,5,16,no
7167,Indoor Cat Terminology: A Complete Glossary for Cat Owners,Cat Supplies,indoor-cat-terminology-a-complete-glossary-for-cat-owners,estimated,33,69.5,90.0,84.5,54.0,62.3,4473,high,yes,yes,yes,yes,12 FAQs; 7 H2s; 14 lists/tables; 25 links; solid depth,5,12,no
5415,Dog Play Styles Explained: Understanding How Your Dog Plays,Uncategorized,dog-play-styles-explained,estimated,32,71.0,92.4,81.0,55.0,62.1,3179,high,yes,yes,yes,yes,13 FAQs; 8 H2s; 19 lists/tables; 28 links; moderate depth,6,13,yes
7345,Indoor Cat Behaviour: Understanding and Managing Common Issues,Indoor Cats,indoor-cat-behaviour-common-issues,estimated,32,72.0,88.4,92.0,43.0,62.1,2658,high,yes,yes,yes,yes,13 FAQs; 12 H2s; 25 lists/tables; 23 links; moderate depth,5,16,no
4407,DIY Cat Toys: Safe Homemade Options Your Cat Will Love,Cat Supplies,diy-cat-toys-safe-homemade-options,estimated,33,75.0,91,79.5,50.5,62.0,3888,high,yes,yes,yes,yes,11 FAQs; 7 H2s; 18 lists/tables; 35 links; solid depth,5,20,yes
8172,Our Research Standards,Uncategorized,our-research-standards,estimated,30,70.5,90.2,80.5,60.0,61.7,2796,high,yes,yes,yes,yes,12 FAQs; 11 H2s; 16 lists/tables; 19 links; moderate depth,7,7,no
4409,Kitten vs Adult Cat Toys: Age-Appropriate Play Guide,Cat Supplies,kitten-vs-adult-cat-toys-age-appropriate,estimated,31,82.5,88,74.0,51.5,61.5,3548,high,yes,yes,yes,yes,10 FAQs; 8 H2s; 20 lists/tables; 35 links; solid depth,5,20,yes
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Uncategorized,scent-game-enrichment-dogs,estimated,28,74.0,97.4,78.0,51.0,61.1,3321,high,yes,yes,yes,yes,11 FAQs; 6 H2s; 18 lists/tables; 28 links; moderate depth,5,5,yes
7344,Creating a Cat-Friendly Home: Environmental Enrichment for Indoor Cats,Indoor Cats,cat-friendly-home-enrichment-indoor-cats,estimated,32,72.5,88.4,87.0,40.0,60.8,2640,high,yes,yes,yes,yes,13 FAQs; 12 H2s; 24 lists/tables; 23 links; moderate depth,5,16,no
7177,Cat Toy Terminology: Understanding Play Types and Toy Features,Cat Supplies,cat-toy-terminology-understanding-play-types-and-toy-features,estimated,29,67.0,92.4,80.5,53.5,60.1,4356,high,yes,yes,yes,yes,10 FAQs; 7 H2s; 12 lists/tables; 28 links; solid depth,5,14,no
5035,Cat Enrichment Beyond Toys: Creating a Stimulating Home,Cat Toys,cat-enrichment-beyond-toys,estimated,32,75.0,87.6,79.0,42.5,59.9,3920,high,yes,yes,yes,yes,8 FAQs; 10 H2s; 18 lists/tables; 27 links; solid depth,5,13,yes
4573,Seasonal Pet Safety: Protecting Pets Through the Year,Pet Care,seasonal-pet-safety-guide,estimated,29,68.5,81.0,82.5,51.0,58.7,2701,high,yes,yes,yes,yes,13 FAQs; 9 H2s; 15 lists/tables; 20 links; moderate depth,6,9,yes
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Uncategorized,crate-play-enrichment-dogs,estimated,26,73.0,90.8,69.5,50.0,57.4,2982,high,yes,yes,yes,yes,10 FAQs; 7 H2s; 18 lists/tables; 26 links; moderate depth,5,6,yes
4410,Cat Enrichment Activities Beyond Toys: Complete Guide,Cat Supplies,cat-enrichment-activities-beyond-toys,estimated,27,70.0,78.6,79.5,45.5,56.6,3057,high,yes,yes,yes,yes,9 FAQs; 9 H2s; 15 lists/tables; 27 links; moderate depth,5,17,yes
8171,Why PetHub Online Exists,Uncategorized,why-pethub-online-exists,estimated,18,56.5,89.4,77.0,62.5,54.9,2409,medium,yes,yes,yes,yes,11 FAQs; 8 H2s; 9 lists/tables; 18 links; moderate depth,6,6,no
4576,Multi-Pet Household Tips: Living with Dogs and Cats Together,Pet Care,multi-pet-household-tips,estimated,28,47.5,13.6,13.5,0.0,22.6,2619,low,yes,yes,yes,yes,13 FAQs; 9 H2s; 15 lists/tables; 17 links; moderate depth,6,5,yes
