url,title,cluster,type,published_date,word_count_estimate,has_structured_data
https://pethubonline.com/dog-collars-leashes/,Dog Collars &amp; Leashes,accessories,page,2026-04-30T11:06:52,2668,no
https://pethubonline.com/dog-grooming/,Dog Grooming,dog,page,2026-04-30T11:06:02,2601,no
https://pethubonline.com/dog-beds/,Dog Beds,dog,page,2026-04-30T11:05:28,2708,no
https://pethubonline.com/dog-toys/,Dog Toys,dog,page,2026-04-29T00:26:13,2625,no
https://pethubonline.com/affiliate-disclosure/,Affiliate Disclosure,general,page,2026-04-25T03:35:37,248,no
https://pethubonline.com/terms-and-conditions/,Terms and Conditions,general,page,2026-04-25T03:30:21,394,no
https://pethubonline.com/privacy-policy/,Privacy Policy,general,page,2026-04-25T03:18:07,362,no
https://pethubonline.com/dog-supplies/,Dog Supplies,dog,page,2026-04-23T13:21:27,2665,no
https://pethubonline.com/about-us/,About Us,general,page,2026-04-23T12:56:27,537,no
https://pethubonline.com/blog/,Blog,general,page,2026-04-23T12:56:27,262,no
https://pethubonline.com/contact-pet-hub-online/,Contact Pet Hub Online,general,page,2026-04-23T12:56:27,173,no
https://pethubonline.com/,Pet Hub Online – Pet Supplies Online,general,page,2026-04-23T10:55:43,434,no
https://pethubonline.com/category/arthritis-care/,Arthritis Care,cat,category,,0,no
https://pethubonline.com/category/buying-guides/,Buying Guides,cat,category,,0,no
https://pethubonline.com/category/cat-supplies/,Cat Supplies,cat,category,,0,no
https://pethubonline.com/category/cat-toys/,Cat Toys,cat,category,,0,no
https://pethubonline.com/category/dog-accessories/,Dog Accessories,dog,category,,0,no
https://pethubonline.com/category/dog-beds/,Dog Beds,dog,category,,0,no
https://pethubonline.com/category/dog-care/,Dog Care,dog,category,,0,no
https://pethubonline.com/category/dog-clothing/,Dog Clothing,dog,category,,0,no
https://pethubonline.com/category/dog-food/,Dog Food,dog,category,,0,no
https://pethubonline.com/category/dog-harnesses/,Dog Harnesses,dog,category,,0,no
https://pethubonline.com/category/dog-health/,Dog Health,dog,category,,0,no
https://pethubonline.com/category/dog-supplies/,Dog Supplies,dog,category,,0,no
https://pethubonline.com/category/dog-toys/,Dog Toys,dog,category,,0,no
https://pethubonline.com/category/enrichment-activities/,Enrichment Activities,cat,category,,0,no
https://pethubonline.com/category/grain-free/,Grain-Free,cat,category,,0,no
https://pethubonline.com/category/harnesses/,Harnesses,cat,category,,0,no
https://pethubonline.com/category/health-wellness/,Health &amp; Wellness,cat,category,,0,no
https://pethubonline.com/category/indoor-cats/,Indoor Cats,cat,category,,0,no
https://pethubonline.com/category/interactive-toys/,Interactive Toys,cat,category,,0,no
https://pethubonline.com/category/large-breeds/,Large Breeds,cat,category,,0,no
https://pethubonline.com/category/large-dogs/,Large Dogs,dog,category,,0,no
https://pethubonline.com/category/orthopaedic-care/,Orthopaedic Care,cat,category,,0,no
https://pethubonline.com/category/orthopaedic-supplies/,Orthopaedic Supplies,cat,category,,0,no
https://pethubonline.com/category/pet-beds/,Pet Beds,cat,category,,0,no
https://pethubonline.com/category/pet-care/,Pet Care,cat,category,,0,no
https://pethubonline.com/category/pet-care-tips/,Pet Care Tips,cat,category,,0,no
https://pethubonline.com/category/pet-health/,Pet Health,cat,category,,0,no
https://pethubonline.com/category/pet-nutrition/,Pet Nutrition,cat,category,,0,no
https://pethubonline.com/category/pet-supplies/,Pet Supplies,cat,category,,0,no
https://pethubonline.com/category/product-reviews/,Product Reviews,cat,category,,0,no
https://pethubonline.com/category/puppy-care/,Puppy Care,dog,category,,0,no
https://pethubonline.com/category/small-breeds/,Small Breeds,cat,category,,0,no
https://pethubonline.com/category/training-supplies/,Training Supplies,cat,category,,0,no
https://pethubonline.com/category/uncategorized/,Uncategorized,cat,category,,0,no
https://pethubonline.com/category/winter-essentials/,Winter Essentials,cat,category,,0,no
https://pethubonline.com/category/winter-gear/,Winter Gear,cat,category,,0,no
