post_id,title,slug,link,word_count,h2_count,h3_count,img_count,internal_link_count,word_count_1500,h2_count_3,h3_count_2,has_definition_block,has_direct_answer,has_numbered_list,has_bullet_list,has_faq,has_sources,has_affiliate_links,has_images_2,has_internal_links_2,has_table,has_key_takeaways,has_author_box,total_score,percentage
4188,Best Catnip Toys UK (2026) – What Works and Why,best-catnip-toys-uk,https://pethubonline.com/best-catnip-toys-uk/,4620,13,19,8,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4181,Best Interactive Cat Toys UK (2026) – Wand & Puzzle Guide,best-interactive-cat-toys-uk,https://pethubonline.com/best-interactive-cat-toys-uk/,5240,15,26,8,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4174,Best Cat Toys UK (2026) – Complete Guide,best-cat-toys-uk,https://pethubonline.com/best-cat-toys-uk/,5709,16,29,8,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,best-dog-water-bottles-uk,https://pethubonline.com/best-dog-water-bottles-uk/,4747,16,16,8,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,best-elevated-dog-bowls-uk,https://pethubonline.com/best-elevated-dog-bowls-uk/,4468,16,15,8,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,best-slow-feeder-dog-bowls-uk,https://pethubonline.com/best-slow-feeder-dog-bowls-uk/,4591,15,20,8,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,best-dog-bowls-feeding-uk,https://pethubonline.com/best-dog-bowls-feeding-uk/,4461,16,16,8,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4139,Best Dog Training Leads UK (2026) – Long Lines & Harnesses,best-dog-training-leads-uk,https://pethubonline.com/best-dog-training-leads-uk/,5014,15,15,8,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4132,Best Puppy Training Guide UK (2026) – First Year Essentials,best-puppy-training-guide-uk,https://pethubonline.com/best-puppy-training-guide-uk/,4923,15,17,8,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4125,Best Dog Training Treats UK (2026) – Reward Guide,best-dog-training-treats-uk,https://pethubonline.com/best-dog-training-treats-uk/,4587,15,17,8,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,best-dog-training-behaviour-uk,https://pethubonline.com/best-dog-training-behaviour-uk/,4971,17,17,8,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,best-dog-joint-supplements-uk,https://pethubonline.com/best-dog-joint-supplements-uk/,4958,17,20,8,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,best-dog-flea-treatment-uk,https://pethubonline.com/best-dog-flea-treatment-uk/,5229,16,21,8,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4096,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,best-dog-dental-care-uk,https://pethubonline.com/best-dog-dental-care-uk/,4898,16,17,8,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4089,Best Dog Health and Care UK (2026) – Complete Guide,best-dog-health-care-uk,https://pethubonline.com/best-dog-health-care-uk/,5190,17,18,8,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4078,Best Dog Nail Clippers UK (2026) – Trimming & Grinding Guide,best-dog-nail-clippers-uk,https://pethubonline.com/best-dog-nail-clippers-uk/,4650,15,13,8,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4071,Best Dog Shampoo UK (2026) – Ingredients & Safety Guide,best-dog-shampoo-uk,https://pethubonline.com/best-dog-shampoo-uk/,4361,16,15,8,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4064,Best Dog Brushes UK (2026) – Guide by Coat Type,best-dog-brushes-uk,https://pethubonline.com/best-dog-brushes-uk/,4488,14,14,8,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4057,Best Dog Grooming Supplies UK (2026) – Complete Guide,best-dog-grooming-supplies-uk,https://pethubonline.com/best-dog-grooming-supplies-uk/,5389,16,15,8,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4049,Best Puppy Collars UK (2026) – First Collar & Harness Guide,best-puppy-collars-uk,https://pethubonline.com/best-puppy-collars-uk/,4645,13,12,8,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4042,Best Dog Leads UK (2026) – Walking & Training Lead Guide,best-dog-leads-uk,https://pethubonline.com/best-dog-leads-uk/,4612,14,16,8,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4034,Best No-Pull Dog Harnesses UK (2026) – Training & Comfort Guide,best-no-pull-dog-harnesses-uk,https://pethubonline.com/best-no-pull-dog-harnesses-uk/,4252,14,12,3,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,best-dog-collars-and-harnesses-uk,https://pethubonline.com/best-dog-collars-and-harnesses-uk/,4630,16,18,3,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4018,Best Puppy Beds UK (2026) – First Bed & Crate Training Guide,best-puppy-beds-uk,https://pethubonline.com/best-puppy-beds-uk/,4789,16,13,3,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4011,Best Cooling Dog Beds UK (2026) – Temperature Regulation Guide,best-cooling-dog-beds-uk,https://pethubonline.com/best-cooling-dog-beds-uk/,4726,16,14,3,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
4004,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,best-orthopaedic-dog-beds-uk,https://pethubonline.com/best-orthopaedic-dog-beds-uk/,5072,17,17,3,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
3996,Best Dog Beds UK (2026) – Complete Guide & Honest Reviews,best-dog-beds-uk,https://pethubonline.com/best-dog-beds-uk/,5340,17,19,3,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
3960,Best Puppy Toys UK (2026) – Teething & First Toys Guide,best-puppy-toys-uk,https://pethubonline.com/best-puppy-toys-uk/,6181,18,33,3,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
3959,Best Interactive Dog Toys UK (2026) – Puzzle & Enrichment Guide,best-interactive-dog-toys-uk,https://pethubonline.com/best-interactive-dog-toys-uk/,5002,17,28,3,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
3957,Best Indestructible Dog Toys UK (2026) – Tough Toys for Heavy Chewers,best-indestructible-dog-toys-uk,https://pethubonline.com/best-indestructible-dog-toys-uk/,5287,19,24,8,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
3956,Best Dog Toys UK (2026) – Complete Guide & Honest Reviews,best-dog-toys-uk,https://pethubonline.com/best-dog-toys-uk/,5401,18,25,8,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
3838,Dry vs Wet Dog Food UK – An Honest Comparison Guide,dry-vs-wet-dog-food-uk,https://pethubonline.com/dry-vs-wet-dog-food-uk/,5870,14,26,11,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
3837,Best Dry Dog Food UK (2026) – Evidence-Based Guide,best-dry-dog-food-uk,https://pethubonline.com/best-dry-dog-food-uk/,6836,18,26,11,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
3836,Best Dog Food UK (2026) – Complete Buying Guide,best-dog-food-uk,https://pethubonline.com/best-dog-food-uk/,8321,20,34,11,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
696,Essential Cat Supplies for Cat Owners – Number 1 Must-Haves,essential-cat-supplies-for-cat-owners,https://pethubonline.com/essential-cat-supplies-for-cat-owners/,4397,8,15,3,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
3,Dog Toys UK (2026) – Essential Guide for Pet Owners,top-dog-toys-every-pet-owner-needs-in-2026,https://pethubonline.com/top-dog-toys-every-pet-owner-needs-in-2026/,6479,19,6,5,167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,100.0
7341,First Week with a New Puppy: A Day-by-Day Guide,first-week-new-puppy-guide,https://pethubonline.com/first-week-new-puppy-guide/,5010,14,14,5,27,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14,93.3
6050,Toy Overstimulation Recovery: Calming Down an Overexcited Dog,toy-overstimulation-recovery-dogs,https://pethubonline.com/toy-overstimulation-recovery-dogs/,2921,11,9,4,10,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,14,93.3
6039,Dog Toy Anxiety Reduction: Using Toys to Calm Nervous Dogs,dog-toy-anxiety-reduction,https://pethubonline.com/dog-toy-anxiety-reduction/,3799,12,12,4,12,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,14,93.3
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,cognitive-enrichment-senior-dogs,https://pethubonline.com/cognitive-enrichment-senior-dogs/,4008,16,15,5,15,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,14,93.3
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,dog-toy-overstimulation-signs,https://pethubonline.com/dog-toy-overstimulation-signs/,3241,12,13,4,13,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,14,93.3
5522,"Orthopaedic Care for Dogs: Joint Health, Mobility, and Support",orthopaedic-care-dogs,https://pethubonline.com/orthopaedic-care-dogs/,5579,16,16,5,10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14,93.3
5473,Senior Dog Toys: Gentle Play Options for Older Dogs,senior-dog-toys,https://pethubonline.com/senior-dog-toys/,4704,17,13,5,15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14,93.3
4574,Pet Hydration Guide: How Much Water Does Your Pet Need?,pet-hydration-guide,https://pethubonline.com/pet-hydration-guide/,3044,11,11,4,15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14,93.3
4568,Dog Dental Health: A Practical Care Guide,dog-dental-health-care-guide,https://pethubonline.com/dog-dental-health-care-guide/,2748,13,13,4,11,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14,93.3
4412,No-Pull Dog Harness Guide: How They Work and When to Use One,no-pull-dog-harness-guide,https://pethubonline.com/no-pull-dog-harness-guide/,3653,4,11,1,14,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,14,93.3
4279,Best Cat Harnesses UK (2026) – Safe Walking Guide,best-cat-harnesses-uk,https://pethubonline.com/best-cat-harnesses-uk/,4053,15,14,8,15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14,93.3
4272,Best Cat ID Tags UK (2026) – Identification Guide,best-cat-id-tags-uk,https://pethubonline.com/best-cat-id-tags-uk/,4167,15,16,8,22,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14,93.3
4265,Best Cat GPS Trackers UK (2026) – Location Tracking Guide,best-cat-gps-trackers-uk,https://pethubonline.com/best-cat-gps-trackers-uk/,3994,15,14,8,16,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14,93.3
4258,Best Cat Collars UK (2026) – Complete Safety Guide,best-cat-collars-uk,https://pethubonline.com/best-cat-collars-uk/,4207,16,15,8,15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14,93.3
4230,Best Cat Grooming Supplies UK (2026) – Complete Guide,best-cat-grooming-supplies-uk,https://pethubonline.com/best-cat-grooming-supplies-uk/,4074,15,14,3,22,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14,93.3
3839,Best Puppy Food UK (2026) – Growth-Stage Nutrition Guide,best-puppy-food-uk,https://pethubonline.com/best-puppy-food-uk/,6291,15,31,11,22,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14,93.3
