post_id,title,slug,category,definition_block,numbered_list,bullet_list,table,faq,how_to,direct_answer,question_h2,key_takeaways,snippet_score,snippet_pct,clear_topic_h2,comparison,pros_cons,conclusion,sources_section,ai_visibility_score,ai_visibility_pct
4057,Best Dog Grooming Supplies UK (2026) – Complete Guide,best-dog-grooming-supplies-uk,"Dog Care, Dog Supplies, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4049,Best Puppy Collars UK (2026) – First Collar &#038; Harness Guide,best-puppy-collars-uk,"Dog Supplies, Product Reviews, Puppy Care",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4042,Best Dog Leads UK (2026) – Walking &#038; Training Lead Guide,best-dog-leads-uk,"Dog Supplies, Product Reviews, Training Supplies",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4034,Best No-Pull Dog Harnesses UK (2026) – Training &#038; Comfort Guide,best-no-pull-dog-harnesses-uk,"Dog Harnesses, Dog Supplies, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4018,Best Puppy Beds UK (2026) – First Bed &#038; Crate Training Guide,best-puppy-beds-uk,"Dog Beds, Dog Supplies, Puppy Care",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4011,Best Cooling Dog Beds UK (2026) – Temperature Regulation Guide,best-cooling-dog-beds-uk,"Dog Beds, Dog Supplies, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4004,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,best-orthopaedic-dog-beds-uk,"Dog Beds, Dog Supplies, Orthopaedic Care",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
3960,Best Puppy Toys UK (2026) – Teething &#038; First Toys Guide,best-puppy-toys-uk,"Dog Supplies, Dog Toys, Puppy Care",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
3839,Best Puppy Food UK (2026) &#8211; Growth-Stage Nutrition Guide,best-puppy-food-uk,"Dog Food, Dog Supplies, Puppy Care",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
3837,Best Dry Dog Food UK (2026) &#8211; Evidence-Based Guide,best-dry-dog-food-uk,"Dog Food, Dog Supplies, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
3836,Best Dog Food UK (2026) &#8211; Complete Buying Guide,best-dog-food-uk,"Dog Food, Dog Supplies, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4786,Where to Place Your Dog&#8217;s Bed: Location and Comfort Tips,where-to-place-dog-bed,"Dog Beds, Dog Supplies",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4335,Best Cat Litter Disposal UK (2026) – Waste Management Guide,best-cat-litter-disposal-uk,"Cat Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4328,Best Self-Cleaning Litter Trays UK (2026) – Automatic Options,best-self-cleaning-litter-trays-uk,"Cat Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4321,Best Cat Litter UK (2026) – Types &#038; Comparison Guide,best-cat-litter-uk,"Cat Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4314,Best Cat Litter Trays UK (2026) – Complete Guide,best-cat-litter-trays-uk,"Cat Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4307,Best Wall-Mounted Cat Scratchers UK (2026) – Space Saving,best-wall-mounted-cat-scratchers-uk,"Cat Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4300,Best Cardboard Cat Scratchers UK (2026) – Budget Friendly,best-cardboard-cat-scratchers-uk,"Cat Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4293,Best Cat Trees UK (2026) – Climbing &#038; Scratching Towers,best-cat-trees-uk,"Cat Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4286,Best Cat Scratching Posts UK (2026) – Complete Guide,best-cat-scratching-posts-uk,"Cat Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4265,Best Cat GPS Trackers UK (2026) – Location Tracking Guide,best-cat-gps-trackers-uk,"Cat Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4209,Best Heated Cat Beds UK (2026) – Winter Warmth Guide,best-heated-cat-beds-uk,"Cat Supplies, Pet Beds, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4202,Best Cat Beds UK (2026) – Complete Guide,best-cat-beds-uk,"Cat Supplies, Pet Beds, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4188,Best Catnip Toys UK (2026) – What Works and Why,best-catnip-toys-uk,"Cat Supplies, Cat Toys, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,best-interactive-cat-toys-uk,"Cat Supplies, Cat Toys, Interactive Toys",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4174,Best Cat Toys UK (2026) – Complete Guide,best-cat-toys-uk,"Cat Supplies, Cat Toys, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,best-elevated-dog-bowls-uk,"Dog Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,best-slow-feeder-dog-bowls-uk,"Dog Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4125,Best Dog Training Treats UK (2026) – Reward Guide,best-dog-training-treats-uk,"Buying Guides, Dog Supplies, Training Supplies",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,best-dog-collars-and-harnesses-uk,"Dog Harnesses, Dog Supplies, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
3996,Best Dog Beds UK (2026) – Complete Guide &#038; Honest Reviews,best-dog-beds-uk,"Dog Beds, Dog Supplies, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
3959,Best Interactive Dog Toys UK (2026) – Puzzle &#038; Enrichment Guide,best-interactive-dog-toys-uk,"Dog Supplies, Dog Toys, Interactive Toys",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
3957,Best Indestructible Dog Toys UK (2026) – Tough Toys for Heavy Chewers,best-indestructible-dog-toys-uk,"Dog Supplies, Dog Toys, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
3956,Best Dog Toys UK (2026) – Complete Guide &#038; Honest Reviews,best-dog-toys-uk,"Dog Supplies, Dog Toys, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,True,True,8,100.0
