quality_id,evidence_id,content_id,content_title,content_url,quality_class,evidence_type,source_name,evidence_snippet,freshness_score,confidence_score,source_quality_score,trust_weight,classification_detail
eq-23973ba6,ev-ad706e44,696,Essential Cat Supplies for Cat Owners &#8211; Number 1 Must-Haves,https://pethubonline.com/essential-cat-supplies-for-cat-owners/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-8cd8690d,ev-1ff50c0c,3836,Best Dog Food UK (2026) &#8211; Complete Buying Guide,https://pethubonline.com/best-dog-food-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-59eb267b,ev-8fa62562,3836,Best Dog Food UK (2026) &#8211; Complete Buying Guide,https://pethubonline.com/best-dog-food-uk/,editorial,editorial_inference,disclosure,partnership,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-8e2980c2,ev-b622d4fb,3837,Best Dry Dog Food UK (2026) &#8211; Evidence-Based Guide,https://pethubonline.com/best-dry-dog-food-uk/,editorial,editorial_inference,disclosure,paid,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-e136be1b,ev-bce803cf,3837,Best Dry Dog Food UK (2026) &#8211; Evidence-Based Guide,https://pethubonline.com/best-dry-dog-food-uk/,editorial,editorial_inference,disclosure,partnership,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-c14299d4,ev-a6970f27,3956,Best Dog Toys UK (2026) – Complete Guide &#038; Honest Reviews,https://pethubonline.com/best-dog-toys-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-acb32a23,ev-cba4fe5a,3956,Best Dog Toys UK (2026) – Complete Guide &#038; Honest Reviews,https://pethubonline.com/best-dog-toys-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-c8d4f087,ev-839f7429,3956,Best Dog Toys UK (2026) – Complete Guide &#038; Honest Reviews,https://pethubonline.com/best-dog-toys-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-97649a93,ev-c9896409,3957,Best Indestructible Dog Toys UK (2026) – Tough Toys for Heavy Chewers,https://pethubonline.com/best-indestructible-dog-toys-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-8b5c6695,ev-5c7f3fa8,3957,Best Indestructible Dog Toys UK (2026) – Tough Toys for Heavy Chewers,https://pethubonline.com/best-indestructible-dog-toys-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-61968649,ev-af815865,3957,Best Indestructible Dog Toys UK (2026) – Tough Toys for Heavy Chewers,https://pethubonline.com/best-indestructible-dog-toys-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-4ef724cf,ev-d58f2e10,3959,Best Interactive Dog Toys UK (2026) – Puzzle &#038; Enrichment Guide,https://pethubonline.com/best-interactive-dog-toys-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-df070fcb,ev-3661c57b,3959,Best Interactive Dog Toys UK (2026) – Puzzle &#038; Enrichment Guide,https://pethubonline.com/best-interactive-dog-toys-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-8d00cb81,ev-71dc79a8,3959,Best Interactive Dog Toys UK (2026) – Puzzle &#038; Enrichment Guide,https://pethubonline.com/best-interactive-dog-toys-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-087ace04,ev-1543ddd2,3960,Best Puppy Toys UK (2026) – Teething &#038; First Toys Guide,https://pethubonline.com/best-puppy-toys-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-726295b6,ev-f4188ab0,3960,Best Puppy Toys UK (2026) – Teething &#038; First Toys Guide,https://pethubonline.com/best-puppy-toys-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-91ab05ff,ev-d5f9e25d,3960,Best Puppy Toys UK (2026) – Teething &#038; First Toys Guide,https://pethubonline.com/best-puppy-toys-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-defa3c44,ev-75034e9a,3996,Best Dog Beds UK (2026) – Complete Guide &#038; Honest Reviews,https://pethubonline.com/best-dog-beds-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-3bbc92a6,ev-c88e5ae7,3996,Best Dog Beds UK (2026) – Complete Guide &#038; Honest Reviews,https://pethubonline.com/best-dog-beds-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-e9a9d028,ev-76594327,3996,Best Dog Beds UK (2026) – Complete Guide &#038; Honest Reviews,https://pethubonline.com/best-dog-beds-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-bbaac0ce,ev-a3325c67,4004,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,https://pethubonline.com/best-orthopaedic-dog-beds-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-b037710d,ev-184f7599,4004,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,https://pethubonline.com/best-orthopaedic-dog-beds-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-2870f115,ev-e7a170d7,4004,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,https://pethubonline.com/best-orthopaedic-dog-beds-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-7be9445b,ev-1ff223a4,4011,Best Cooling Dog Beds UK (2026) – Temperature Regulation Guide,https://pethubonline.com/best-cooling-dog-beds-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-17c99e77,ev-de2e216b,4011,Best Cooling Dog Beds UK (2026) – Temperature Regulation Guide,https://pethubonline.com/best-cooling-dog-beds-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-2fdd7ba1,ev-88f44cdd,4011,Best Cooling Dog Beds UK (2026) – Temperature Regulation Guide,https://pethubonline.com/best-cooling-dog-beds-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-b46acc15,ev-a4a3e9c7,4018,Best Puppy Beds UK (2026) – First Bed &#038; Crate Training Guide,https://pethubonline.com/best-puppy-beds-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-6ac73fcd,ev-5a9f5dc4,4018,Best Puppy Beds UK (2026) – First Bed &#038; Crate Training Guide,https://pethubonline.com/best-puppy-beds-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-7cfa80dc,ev-60070462,4018,Best Puppy Beds UK (2026) – First Bed &#038; Crate Training Guide,https://pethubonline.com/best-puppy-beds-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-7c1854e9,ev-606bb0bf,4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,https://pethubonline.com/best-dog-collars-and-harnesses-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-a9bc2ea4,ev-04c1a017,4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,https://pethubonline.com/best-dog-collars-and-harnesses-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-342b9f74,ev-6089d1d8,4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,https://pethubonline.com/best-dog-collars-and-harnesses-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-f61e389f,ev-f3293013,4034,Best No-Pull Dog Harnesses UK (2026) – Training &#038; Comfort Guide,https://pethubonline.com/best-no-pull-dog-harnesses-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-75ab5174,ev-d1843d19,4034,Best No-Pull Dog Harnesses UK (2026) – Training &#038; Comfort Guide,https://pethubonline.com/best-no-pull-dog-harnesses-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-761324b1,ev-6ef9b9e3,4034,Best No-Pull Dog Harnesses UK (2026) – Training &#038; Comfort Guide,https://pethubonline.com/best-no-pull-dog-harnesses-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-bb7991b5,ev-97f6a01a,4042,Best Dog Leads UK (2026) – Walking &#038; Training Lead Guide,https://pethubonline.com/best-dog-leads-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-9afd17f4,ev-f13fea95,4042,Best Dog Leads UK (2026) – Walking &#038; Training Lead Guide,https://pethubonline.com/best-dog-leads-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-eed29d75,ev-6b3ff0f7,4042,Best Dog Leads UK (2026) – Walking &#038; Training Lead Guide,https://pethubonline.com/best-dog-leads-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-73d9a356,ev-04e93abc,4049,Best Puppy Collars UK (2026) – First Collar &#038; Harness Guide,https://pethubonline.com/best-puppy-collars-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-1993e942,ev-a256ba48,4049,Best Puppy Collars UK (2026) – First Collar &#038; Harness Guide,https://pethubonline.com/best-puppy-collars-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-57be2328,ev-251fb832,4049,Best Puppy Collars UK (2026) – First Collar &#038; Harness Guide,https://pethubonline.com/best-puppy-collars-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-59da1b43,ev-6d75427c,4057,Best Dog Grooming Supplies UK (2026) – Complete Guide,https://pethubonline.com/best-dog-grooming-supplies-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-506ee680,ev-43acd9c7,4057,Best Dog Grooming Supplies UK (2026) – Complete Guide,https://pethubonline.com/best-dog-grooming-supplies-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-4180f43e,ev-73a336fa,4057,Best Dog Grooming Supplies UK (2026) – Complete Guide,https://pethubonline.com/best-dog-grooming-supplies-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-ae25065f,ev-6048c016,4064,Best Dog Brushes UK (2026) – Guide by Coat Type,https://pethubonline.com/best-dog-brushes-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-cc2150bb,ev-811805a2,4064,Best Dog Brushes UK (2026) – Guide by Coat Type,https://pethubonline.com/best-dog-brushes-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-40d605ad,ev-547a2471,4064,Best Dog Brushes UK (2026) – Guide by Coat Type,https://pethubonline.com/best-dog-brushes-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-df4dfb8e,ev-83444fbd,4071,Best Dog Shampoo UK (2026) – Ingredients &#038; Safety Guide,https://pethubonline.com/best-dog-shampoo-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-9bb2d386,ev-11b55968,4071,Best Dog Shampoo UK (2026) – Ingredients &#038; Safety Guide,https://pethubonline.com/best-dog-shampoo-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-0a1134a9,ev-d04eeacf,4071,Best Dog Shampoo UK (2026) – Ingredients &#038; Safety Guide,https://pethubonline.com/best-dog-shampoo-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-20a78d8a,ev-7f5d0f96,4078,Best Dog Nail Clippers UK (2026) – Trimming &#038; Grinding Guide,https://pethubonline.com/best-dog-nail-clippers-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-213f0704,ev-e77147a8,4078,Best Dog Nail Clippers UK (2026) – Trimming &#038; Grinding Guide,https://pethubonline.com/best-dog-nail-clippers-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-6d9d5ca3,ev-36c46c9d,4078,Best Dog Nail Clippers UK (2026) – Trimming &#038; Grinding Guide,https://pethubonline.com/best-dog-nail-clippers-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-7dbcbf35,ev-8887fb60,4089,Best Dog Health and Care UK (2026) – Complete Guide,https://pethubonline.com/best-dog-health-care-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-45a06056,ev-931971ba,4089,Best Dog Health and Care UK (2026) – Complete Guide,https://pethubonline.com/best-dog-health-care-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-75cb82eb,ev-f818a6a9,4089,Best Dog Health and Care UK (2026) – Complete Guide,https://pethubonline.com/best-dog-health-care-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-ca2ed312,ev-13bcd4b5,4096,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,https://pethubonline.com/best-dog-dental-care-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-628c4ed9,ev-eccf6fba,4096,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,https://pethubonline.com/best-dog-dental-care-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-be3fb1da,ev-f32074ba,4096,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,https://pethubonline.com/best-dog-dental-care-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-f88bcc50,ev-d8587ad6,4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,https://pethubonline.com/best-dog-flea-treatment-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-9ae9af9f,ev-cacf4289,4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,https://pethubonline.com/best-dog-flea-treatment-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-054cafed,ev-b648c92c,4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,https://pethubonline.com/best-dog-flea-treatment-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-a6aba08e,ev-d4805a7b,4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,https://pethubonline.com/best-dog-joint-supplements-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-5ce83770,ev-821921f6,4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,https://pethubonline.com/best-dog-joint-supplements-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-8d1886bb,ev-614c60d8,4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,https://pethubonline.com/best-dog-joint-supplements-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-a6854415,ev-30f35cd0,4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,https://pethubonline.com/best-dog-training-behaviour-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-9f617ad2,ev-42821a1b,4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,https://pethubonline.com/best-dog-training-behaviour-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-0c16360a,ev-6faf4f8c,4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,https://pethubonline.com/best-dog-training-behaviour-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-5b1512d0,ev-96ac1167,4125,Best Dog Training Treats UK (2026) – Reward Guide,https://pethubonline.com/best-dog-training-treats-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-57929bf8,ev-b079de7b,4125,Best Dog Training Treats UK (2026) – Reward Guide,https://pethubonline.com/best-dog-training-treats-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-c296ee9d,ev-13c3eaba,4125,Best Dog Training Treats UK (2026) – Reward Guide,https://pethubonline.com/best-dog-training-treats-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-2e7fba29,ev-cef5502c,4132,Best Puppy Training Guide UK (2026) – First Year Essentials,https://pethubonline.com/best-puppy-training-guide-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-7b0a6c20,ev-e41736bb,4132,Best Puppy Training Guide UK (2026) – First Year Essentials,https://pethubonline.com/best-puppy-training-guide-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-aadeb36a,ev-97b21243,4132,Best Puppy Training Guide UK (2026) – First Year Essentials,https://pethubonline.com/best-puppy-training-guide-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-0ec7241a,ev-180b0e9f,4139,Best Dog Training Leads UK (2026) – Long Lines &#038; Harnesses,https://pethubonline.com/best-dog-training-leads-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-b1bb2824,ev-6791e227,4139,Best Dog Training Leads UK (2026) – Long Lines &#038; Harnesses,https://pethubonline.com/best-dog-training-leads-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-7dfde512,ev-8f62c788,4139,Best Dog Training Leads UK (2026) – Long Lines &#038; Harnesses,https://pethubonline.com/best-dog-training-leads-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-dcd8996c,ev-5218bd75,4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,https://pethubonline.com/best-dog-bowls-feeding-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-ba44ff66,ev-c5a5d3e4,4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,https://pethubonline.com/best-dog-bowls-feeding-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-d3b8c45d,ev-adc02af4,4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,https://pethubonline.com/best-dog-bowls-feeding-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-79ca59a9,ev-48a4004f,4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,https://pethubonline.com/best-slow-feeder-dog-bowls-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-9f12adb5,ev-80fe8c51,4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,https://pethubonline.com/best-slow-feeder-dog-bowls-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-6eef9cb6,ev-2acd7350,4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,https://pethubonline.com/best-slow-feeder-dog-bowls-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-daa77807,ev-c562c5ec,4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,https://pethubonline.com/best-elevated-dog-bowls-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-9ce33dc9,ev-fd8321e2,4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,https://pethubonline.com/best-elevated-dog-bowls-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-17c28813,ev-cadba9a8,4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,https://pethubonline.com/best-elevated-dog-bowls-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-409dc619,ev-f82bb9c2,4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,https://pethubonline.com/best-dog-water-bottles-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-d581e458,ev-fa61aac1,4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,https://pethubonline.com/best-dog-water-bottles-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-e9d0ba68,ev-41d530b9,4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,https://pethubonline.com/best-dog-water-bottles-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-00f60d23,ev-c4467584,4174,Best Cat Toys UK (2026) – Complete Guide,https://pethubonline.com/best-cat-toys-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-685bf7b7,ev-b6aa6b54,4174,Best Cat Toys UK (2026) – Complete Guide,https://pethubonline.com/best-cat-toys-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-feba448d,ev-6c0ed242,4174,Best Cat Toys UK (2026) – Complete Guide,https://pethubonline.com/best-cat-toys-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-69831c08,ev-d80254f8,4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,https://pethubonline.com/best-interactive-cat-toys-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-c8ae2022,ev-5859d1fd,4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,https://pethubonline.com/best-interactive-cat-toys-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-56398cd2,ev-c83d4a3e,4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,https://pethubonline.com/best-interactive-cat-toys-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-c7baaecc,ev-d48e4296,4188,Best Catnip Toys UK (2026) – What Works and Why,https://pethubonline.com/best-catnip-toys-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-b00cc487,ev-addc6e85,4188,Best Catnip Toys UK (2026) – What Works and Why,https://pethubonline.com/best-catnip-toys-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-76f9825e,ev-3ec459da,4188,Best Catnip Toys UK (2026) – What Works and Why,https://pethubonline.com/best-catnip-toys-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-6bc4be72,ev-08e9338f,4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,https://pethubonline.com/best-cat-toys-indoor-cats-uk/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-0cfd0947,ev-2f1c06a2,4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,https://pethubonline.com/best-cat-toys-indoor-cats-uk/,editorial,editorial_inference,disclosure,commission,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
