post_id,title,cluster,url_slug,citation_status,citability_score,has_structured_data,has_source_citations,has_qa_format,has_unique_data,word_count,confidence_level,notes
4406,Best Interactive Cat Toys for Indoor Cats: Engagement Guide,Cat Supplies,best-interactive-cat-toys-indoor-cats,estimated,34,yes,yes,yes,yes,3810,low,11 FAQs; 8 H2s; 18 lists/tables; 37 links; solid depth
4413,How to Measure Your Dog for a Harness: Step-by-Step Guide,Dog Care,how-to-measure-dog-for-harness,estimated,34,yes,yes,yes,yes,3074,low,14 FAQs; 2 H2s; 16 lists/tables; 19 links; moderate depth
4563,Dog Grooming Basics: A Complete Guide for Owners,Dog Care,dog-grooming-basics-guide,estimated,34,yes,yes,yes,yes,3187,low,8 FAQs; 2 H2s; 20 lists/tables; 17 links; moderate depth
5033,How to Choose the Right Cat Toy for Your Cat's Personality,Cat Toys,how-to-choose-cat-toys-personality,estimated,34,yes,yes,yes,yes,3693,low,11 FAQs; 10 H2s; 16 lists/tables; 38 links; solid depth
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Uncategorized,confidence-building-play-dogs,estimated,34,yes,yes,yes,yes,3220,low,16 FAQs; 9 H2s; 14 lists/tables; 21 links; moderate depth
4407,DIY Cat Toys: Safe Homemade Options Your Cat Will Love,Cat Supplies,diy-cat-toys-safe-homemade-options,estimated,33,yes,yes,yes,yes,3888,low,11 FAQs; 7 H2s; 18 lists/tables; 35 links; solid depth
4408,How Often Should You Replace Cat Toys? A Practical Guide,Cat Supplies,how-often-replace-cat-toys,estimated,33,yes,yes,yes,yes,3706,low,11 FAQs; 8 H2s; 18 lists/tables; 35 links; solid depth
4571,Pet First Aid Basics: What Every Owner Should Know,Dog Supplies,pet-first-aid-basics,estimated,33,yes,yes,yes,yes,3112,low,8 FAQs; 8 H2s; 18 lists/tables; 29 links; moderate depth
5034,Cat Toy Rotation: How to Keep Toys Fresh and Engaging,Cat Toys,cat-toy-rotation-guide,estimated,33,yes,yes,yes,yes,3812,low,11 FAQs; 10 H2s; 19 lists/tables; 26 links; solid depth
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Uncategorized,dog-toy-overstimulation-signs,estimated,33,yes,yes,yes,yes,3490,low,13 FAQs; 9 H2s; 19 lists/tables; 28 links; moderate depth
7167,Indoor Cat Terminology: A Complete Glossary for Cat Owners,Cat Supplies,indoor-cat-terminology-a-complete-glossary-for-cat-owners,estimated,33,yes,yes,yes,yes,4473,low,12 FAQs; 7 H2s; 14 lists/tables; 25 links; solid depth
7342,Indoor Cat Exercise: Keeping House Cats Active and Healthy,Indoor Cats,indoor-cat-exercise-guide,estimated,33,yes,yes,yes,yes,2737,low,14 FAQs; 12 H2s; 21 lists/tables; 23 links; moderate depth
4415,Cat Toy Safety Guide: What Every Owner Should Know,Cat Supplies,cat-toy-safety-guide,estimated,32,yes,yes,yes,yes,3683,low,11 FAQs; 9 H2s; 16 lists/tables; 29 links; solid depth
4790,DIY Dog Toys: Safe Homemade Options,Dog Supplies,diy-dog-toys-homemade,estimated,32,yes,yes,yes,yes,3374,low,7 FAQs; 12 H2s; 19 lists/tables; 24 links; moderate depth
5035,Cat Enrichment Beyond Toys: Creating a Stimulating Home,Cat Toys,cat-enrichment-beyond-toys,estimated,32,yes,yes,yes,yes,3920,low,8 FAQs; 10 H2s; 18 lists/tables; 27 links; solid depth
5415,Dog Play Styles Explained: Understanding How Your Dog Plays,Uncategorized,dog-play-styles-explained,estimated,32,yes,yes,yes,yes,3179,low,13 FAQs; 8 H2s; 19 lists/tables; 28 links; moderate depth
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Uncategorized,safe-tug-play-dogs,estimated,32,yes,yes,yes,yes,2994,low,13 FAQs; 9 H2s; 18 lists/tables; 28 links; moderate depth
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Uncategorized,enrichment-schedules-dogs,estimated,32,yes,yes,yes,yes,3426,low,11 FAQs; 11 H2s; 17 lists/tables; 28 links; moderate depth
5946,"Dog Toy Materials Compared: Rubber, Rope, Plush, and Nylon",Uncategorized,dog-toy-materials-compared,estimated,32,yes,yes,yes,yes,3509,low,11 FAQs; 11 H2s; 16 lists/tables; 27 links; solid depth
6052,Low-Mobility Enrichment: Mental Stimulation for Dogs with Limited Movement,Uncategorized,low-mobility-enrichment-dogs,estimated,32,yes,yes,yes,yes,3524,low,11 FAQs; 9 H2s; 17 lists/tables; 25 links; solid depth
7175,Cat Supply Essentials Glossary: Understanding Cat Care Products,Cat Supplies,cat-supply-essentials-glossary-understanding-cat-care-products,estimated,32,yes,yes,yes,yes,4213,low,11 FAQs; 7 H2s; 14 lists/tables; 30 links; solid depth
7343,Indoor Cat Safety: Common Household Hazards for Cats,Indoor Cats,indoor-cat-safety-household-hazards,estimated,32,yes,yes,yes,yes,2773,low,13 FAQs; 13 H2s; 23 lists/tables; 23 links; moderate depth
7344,Creating a Cat-Friendly Home: Environmental Enrichment for Indoor Cats,Indoor Cats,cat-friendly-home-enrichment-indoor-cats,estimated,32,yes,yes,yes,yes,2640,low,13 FAQs; 12 H2s; 24 lists/tables; 23 links; moderate depth
7345,Indoor Cat Behaviour: Understanding and Managing Common Issues,Indoor Cats,indoor-cat-behaviour-common-issues,estimated,32,yes,yes,yes,yes,2658,low,13 FAQs; 12 H2s; 25 lists/tables; 23 links; moderate depth
4409,Kitten vs Adult Cat Toys: Age-Appropriate Play Guide,Cat Supplies,kitten-vs-adult-cat-toys-age-appropriate,estimated,31,yes,yes,yes,yes,3548,low,10 FAQs; 8 H2s; 20 lists/tables; 35 links; solid depth
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Uncategorized,dog-toy-storage-organisation,estimated,31,yes,yes,yes,yes,3239,low,11 FAQs; 11 H2s; 16 lists/tables; 26 links; moderate depth
6039,Dog Toy Anxiety Reduction: Using Toys to Calm Nervous Dogs,Uncategorized,dog-toy-anxiety-reduction,estimated,31,yes,yes,yes,yes,3428,low,12 FAQs; 9 H2s; 17 lists/tables; 24 links; moderate depth
5036,Understanding Cat Play Behaviour: What Different Play Styles Mean,Cat Toys,understanding-cat-play-behaviour,estimated,30,yes,yes,yes,yes,3327,low,9 FAQs; 10 H2s; 20 lists/tables; 33 links; moderate depth
8172,Our Research Standards,Uncategorized,our-research-standards,estimated,30,yes,yes,yes,yes,2796,low,12 FAQs; 11 H2s; 16 lists/tables; 19 links; moderate depth
4573,Seasonal Pet Safety: Protecting Pets Through the Year,Pet Care,seasonal-pet-safety-guide,estimated,29,yes,yes,yes,yes,2701,low,13 FAQs; 9 H2s; 15 lists/tables; 20 links; moderate depth
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Uncategorized,play-recovery-after-surgery-dogs,estimated,29,yes,yes,yes,yes,3324,low,11 FAQs; 8 H2s; 18 lists/tables; 25 links; moderate depth
6050,Toy Overstimulation Recovery: Calming Down an Overexcited Dog,Uncategorized,toy-overstimulation-recovery-dogs,estimated,29,yes,yes,yes,yes,3284,low,11 FAQs; 8 H2s; 17 lists/tables; 26 links; moderate depth
7177,Cat Toy Terminology: Understanding Play Types and Toy Features,Cat Supplies,cat-toy-terminology-understanding-play-types-and-toy-features,estimated,29,yes,yes,yes,yes,4356,low,10 FAQs; 7 H2s; 12 lists/tables; 28 links; solid depth
4576,Multi-Pet Household Tips: Living with Dogs and Cats Together,Pet Care,multi-pet-household-tips,estimated,28,yes,yes,yes,yes,2619,low,13 FAQs; 9 H2s; 15 lists/tables; 17 links; moderate depth
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Uncategorized,scent-game-enrichment-dogs,estimated,28,yes,yes,yes,yes,3321,low,11 FAQs; 6 H2s; 18 lists/tables; 28 links; moderate depth
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Uncategorized,safe-multi-dog-toy-management,estimated,28,yes,yes,yes,yes,3329,low,10 FAQs; 8 H2s; 19 lists/tables; 25 links; moderate depth
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Uncategorized,dog-toy-hygiene-schedules,estimated,28,yes,yes,yes,yes,3371,low,10 FAQs; 8 H2s; 19 lists/tables; 25 links; moderate depth
4410,Cat Enrichment Activities Beyond Toys: Complete Guide,Cat Supplies,cat-enrichment-activities-beyond-toys,estimated,27,yes,yes,yes,yes,3057,low,9 FAQs; 9 H2s; 15 lists/tables; 27 links; moderate depth
6042,Enrichment by Breed Group: Tailoring Play to Your Dog's Instincts,Uncategorized,enrichment-by-breed-group,estimated,27,yes,yes,yes,yes,3260,low,11 FAQs; 5 H2s; 19 lists/tables; 27 links; moderate depth
6049,Sensory Enrichment for Dogs: Engaging All Five Senses Through Play,Uncategorized,sensory-enrichment-dogs,estimated,27,yes,yes,yes,yes,3350,low,9 FAQs; 8 H2s; 18 lists/tables; 26 links; moderate depth
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Uncategorized,crate-play-enrichment-dogs,estimated,26,yes,yes,yes,yes,2982,low,10 FAQs; 7 H2s; 18 lists/tables; 26 links; moderate depth
8171,Why PetHub Online Exists,Uncategorized,why-pethub-online-exists,estimated,18,yes,yes,yes,yes,2409,low,11 FAQs; 8 H2s; 9 lists/tables; 18 links; moderate depth
