WP_ID,Title,Type,URL,HTTP_Status,Meta_Title,Title_Length,Title_Status,Meta_Description,Desc_Length,Desc_Status,Canonical,Canonical_Status,Robots,Has_Noindex,TTFB,Issues,Checked_At
4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichme,post,https://pethubonline.com/best-cat-toys-indoor-cats-uk/,200,Best Cat Toys for Indoor Cats UK (2026) | Enrichment Guide,58,OK,"Best cat toys for indoor cats UK for 2026. Hunting, foraging, climbing and senso...",125,OK,https://pethubonline.com/best-cat-toys-indoor-cats-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.44s,CLEAN,2026-05-28 15:34
4188,Best Catnip Toys UK (2026) – What Works and Why,post,https://pethubonline.com/best-catnip-toys-uk/,200,Best Catnip Toys UK (2026) | What Works and Why,47,OK,"Best catnip toys UK for 2026. Kicker toys, refillable options and silver vine al...",144,OK,https://pethubonline.com/best-catnip-toys-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.23s,CLEAN,2026-05-28 15:34
4181,Best Interactive Cat Toys UK (2026) – Wand &#038; ,post,https://pethubonline.com/best-interactive-cat-toys-uk/,200,Best Interactive Cat Toys UK (2026) | Wand &amp; Puzzle Guide,61,OK,"Best interactive cat toys UK for 2026. Wand toys, puzzle feeders and electronic ...",135,OK,https://pethubonline.com/best-interactive-cat-toys-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.47s,CLEAN,2026-05-28 15:34
4174,Best Cat Toys UK (2026) – Complete Guide,post,https://pethubonline.com/best-cat-toys-uk/,200,Best Cat Toys UK (2026) | Complete Guide,40,OK,"Best cat toys UK for 2026. Wand toys, catnip, puzzle feeders and electronic opti...",138,OK,https://pethubonline.com/best-cat-toys-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.52s,CLEAN,2026-05-28 15:34
4167,Best Dog Water Bottles UK (2026) – Travel Hydratio,post,https://pethubonline.com/best-dog-water-bottles-uk/,200,Best Dog Water Bottles UK (2026) | Travel Hydration Guide,57,OK,"Best dog water bottles UK for 2026. Squeeze, filter and insulated options compar...",129,OK,https://pethubonline.com/best-dog-water-bottles-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.50s,CLEAN,2026-05-28 15:34
4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder ,post,https://pethubonline.com/best-elevated-dog-bowls-uk/,200,Best Elevated Dog Bowls UK (2026) | Raised Feeder Guide,55,OK,"Best elevated dog bowls UK for 2026. Fixed, adjustable and wall-mounted stands c...",134,OK,https://pethubonline.com/best-elevated-dog-bowls-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.67s,CLEAN,2026-05-28 15:34
4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Spe,post,https://pethubonline.com/best-slow-feeder-dog-bowls-uk/,200,Best Slow Feeder Dog Bowls UK (2026) | Prevent Speed Eating,59,OK,"Best slow feeder dog bowls UK for 2026. Maze bowls, lick mats and puzzle feeders...",130,OK,https://pethubonline.com/best-slow-feeder-dog-bowls-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.62s,CLEAN,2026-05-28 15:34
4146,Best Dog Bowls and Feeding UK (2026) – Complete Gu,post,https://pethubonline.com/best-dog-bowls-feeding-uk/,200,Best Dog Bowls and Feeding UK (2026) | Complete Guide,53,OK,"Best dog bowls and feeding UK for 2026. Stainless steel, ceramic, slow feeders a...",134,OK,https://pethubonline.com/best-dog-bowls-feeding-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.59s,CLEAN,2026-05-28 15:34
4139,Best Dog Training Leads UK (2026) – Long Lines &#0,post,https://pethubonline.com/best-dog-training-leads-uk/,200,Best Dog Training Leads UK (2026) | Long Lines &amp; Harnesses,62,OK,"Best dog training leads UK for 2026. Long lines, short leads, biothane and leath...",139,OK,https://pethubonline.com/best-dog-training-leads-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.34s,CLEAN,2026-05-28 15:34
4132,Best Puppy Training Guide UK (2026) – First Year E,post,https://pethubonline.com/best-puppy-training-guide-uk/,200,Best Puppy Training Guide UK (2026) | First Year Essentials,59,OK,Best puppy training guide UK for 2026. Week-by-week timeline for toilet training...,138,OK,https://pethubonline.com/best-puppy-training-guide-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.51s,CLEAN,2026-05-28 15:34
4125,Best Dog Training Treats UK (2026) – Reward Guide,post,https://pethubonline.com/best-dog-training-treats-uk/,200,Best Dog Training Treats UK (2026) | Reward Guide,49,OK,"Best dog training treats UK for 2026. Soft treats, freeze-dried and homemade opt...",140,OK,https://pethubonline.com/best-dog-training-treats-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.57s,CLEAN,2026-05-28 15:34
4118,Best Dog Training and Behaviour UK (2026) – Comple,post,https://pethubonline.com/best-dog-training-behaviour-uk/,200,Best Dog Training and Behaviour UK (2026) | Complete Guide,58,OK,"Best dog training and behaviour UK for 2026. Positive methods, essential equipme...",134,OK,https://pethubonline.com/best-dog-training-behaviour-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.31s,CLEAN,2026-05-28 15:34
4110,Best Dog Joint Supplements UK (2026) – Mobility Su,post,https://pethubonline.com/best-dog-joint-supplements-uk/,200,Best Dog Joint Supplements UK (2026) | Mobility Support Guide,61,OK,"Best dog joint supplements UK for 2026. Glucosamine, chondroitin, MSM and omega-...",139,OK,https://pethubonline.com/best-dog-joint-supplements-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.57s,CLEAN,2026-05-28 15:34
4103,Best Dog Flea Treatment UK (2026) – Prevention Gui,post,https://pethubonline.com/best-dog-flea-treatment-uk/,200,Best Dog Flea Treatment UK (2026) | Prevention Guide,52,OK,"Best dog flea treatment UK for 2026. Spot-on, oral tablets, collars and sprays c...",125,OK,https://pethubonline.com/best-dog-flea-treatment-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.29s,CLEAN,2026-05-28 15:34
4096,Best Dog Dental Care UK (2026) – Teeth Cleaning Gu,post,https://pethubonline.com/best-dog-dental-care-uk/,200,Best Dog Dental Care UK (2026) | Teeth Cleaning Guide,53,OK,"Best dog dental care UK for 2026. Toothbrushes, toothpaste, dental chews compare...",136,OK,https://pethubonline.com/best-dog-dental-care-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.22s,CLEAN,2026-05-28 15:34
4089,Best Dog Health and Care UK (2026) – Complete Guid,post,https://pethubonline.com/best-dog-health-care-uk/,200,Best Dog Health and Care UK (2026) | Complete Guide,51,OK,"Best dog health and care UK for 2026. Vaccinations, dental care, flea treatment ...",131,OK,https://pethubonline.com/best-dog-health-care-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.26s,CLEAN,2026-05-28 15:34
4078,Best Dog Nail Clippers UK (2026) – Trimming &#038;,post,https://pethubonline.com/best-dog-nail-clippers-uk/,200,Best Dog Nail Clippers UK (2026) | Trimming &amp; Grinding Guide,64,OK,"Best dog nail clippers UK for 2026. Guillotine, scissor and grinder options comp...",132,OK,https://pethubonline.com/best-dog-nail-clippers-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.55s,CLEAN,2026-05-28 15:34
4071,Best Dog Shampoo UK (2026) – Ingredients &#038; Sa,post,https://pethubonline.com/best-dog-shampoo-uk/,200,Best Dog Shampoo UK (2026) | Ingredients &amp; Safety Guide,59,OK,Best dog shampoo UK for 2026. pH-balanced formulas compared by skin type with in...,134,OK,https://pethubonline.com/best-dog-shampoo-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.59s,CLEAN,2026-05-28 15:34
4064,Best Dog Brushes UK (2026) – Guide by Coat Type,post,https://pethubonline.com/best-dog-brushes-uk/,200,Best Dog Brushes UK (2026) | Guide by Coat Type,47,OK,"Best dog brushes UK for 2026. Slicker, bristle, pin and de-shedding brushes matc...",133,OK,https://pethubonline.com/best-dog-brushes-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.40s,CLEAN,2026-05-28 15:34
4057,Best Dog Grooming Supplies UK (2026) – Complete Gu,post,https://pethubonline.com/best-dog-grooming-supplies-uk/,200,Best Dog Grooming Supplies UK (2026) | Complete Guide,53,OK,"Best dog grooming supplies UK for 2026. Brushes, shampoos, nail clippers compare...",132,OK,https://pethubonline.com/best-dog-grooming-supplies-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.78s,CLEAN,2026-05-28 15:34
4049,Best Puppy Collars UK (2026) – First Collar &#038;,post,https://pethubonline.com/best-puppy-collars-uk/,200,Best Puppy Collars UK (2026) | First Collar &amp; Harness Guide,63,OK,"Best puppy collars UK for 2026. Lightweight, adjustable collars and first harnes...",140,OK,https://pethubonline.com/best-puppy-collars-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.58s,CLEAN,2026-05-28 15:34
4042,Best Dog Leads UK (2026) – Walking &#038; Training,post,https://pethubonline.com/best-dog-leads-uk/,200,Best Dog Leads UK (2026) | Walking &amp; Training Lead Guide,60,OK,"Best dog leads UK for 2026. Fixed, retractable, long line and hands-free leads c...",136,OK,https://pethubonline.com/best-dog-leads-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.65s,CLEAN,2026-05-28 15:34
4034,Best No-Pull Dog Harnesses UK (2026) – Training &#,post,https://pethubonline.com/best-no-pull-dog-harnesses-uk/,200,Best No-Pull Dog Harnesses UK (2026) | Training &amp; Comfort Guide,67,LONG(67ch),"Best no-pull dog harnesses UK for 2026. Front-clip, dual-clip and head halter op...",142,OK,https://pethubonline.com/best-no-pull-dog-harnesses-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.35s,title_long,2026-05-28 15:34
4027,Best Dog Collars and Harnesses UK (2026) – Complet,post,https://pethubonline.com/best-dog-collars-and-harnesses-uk/,200,Best Dog Collars and Harnesses UK (2026) | Complete Guide,57,OK,"Best dog collars and harnesses UK for 2026. Flat collars, no-pull harnesses and ...",140,OK,https://pethubonline.com/best-dog-collars-and-harnesses-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.74s,CLEAN,2026-05-28 15:34
4018,Best Puppy Beds UK (2026) – First Bed &#038; Crate,post,https://pethubonline.com/best-puppy-beds-uk/,200,Best Puppy Beds UK (2026) | First Bed &amp; Crate Training Guide,64,OK,"Best puppy beds UK for 2026. Crate beds, washable options, chew-resistant picks ...",138,OK,https://pethubonline.com/best-puppy-beds-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.34s,CLEAN,2026-05-28 15:34
4011,Best Cooling Dog Beds UK (2026) – Temperature Regu,post,https://pethubonline.com/best-cooling-dog-beds-uk/,200,Best Cooling Dog Beds UK (2026) | Temperature Regulation Guide,62,OK,"Best cooling dog beds UK for 2026. Elevated mesh, gel mats and cooling foam comp...",144,OK,https://pethubonline.com/best-cooling-dog-beds-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.25s,CLEAN,2026-05-28 15:34
4004,Best Orthopaedic Dog Beds UK (2026) – Joint Suppor,post,https://pethubonline.com/best-orthopaedic-dog-beds-uk/,200,Best Orthopaedic Dog Beds UK (2026) | Joint Support Guide,57,OK,"Best orthopaedic dog beds UK for 2026. Memory foam density explained, genuine jo...",136,OK,https://pethubonline.com/best-orthopaedic-dog-beds-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.37s,CLEAN,2026-05-28 15:34
3996,Best Dog Beds UK (2026) – Complete Guide &#038; Ho,post,https://pethubonline.com/best-dog-beds-uk/,200,Best Dog Beds UK (2026) | Complete Guide &amp; Honest Reviews,61,OK,"Best dog beds UK guide for 2026. Honest comparisons of orthopaedic, bolster, coo...",142,OK,https://pethubonline.com/best-dog-beds-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.39s,CLEAN,2026-05-28 15:34
3960,Best Puppy Toys UK (2026) – Teething &#038; First ,post,https://pethubonline.com/best-puppy-toys-uk/,200,Best Puppy Toys UK (2026) | Teething &amp; First Toys Guide,59,OK,"Best puppy toys UK for 2026. Teething toys, comfort toys and first enrichment op...",128,OK,https://pethubonline.com/best-puppy-toys-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.40s,CLEAN,2026-05-28 15:34
3959,Best Interactive Dog Toys UK (2026) – Puzzle &#038,post,https://pethubonline.com/best-interactive-dog-toys-uk/,200,Best Interactive Dog Toys UK (2026) | Puzzle &amp; Enrichment Guide,67,LONG(67ch),"Best interactive dog toys UK for 2026. Puzzle feeders, treat-dispensing toys, sn...",144,OK,https://pethubonline.com/best-interactive-dog-toys-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.50s,title_long,2026-05-28 15:34
3957,Best Indestructible Dog Toys UK (2026) – Tough Toy,post,https://pethubonline.com/best-indestructible-dog-toys-uk/,200,Best Indestructible Dog Toys UK (2026) | Tough Toys for Heavy Chewers,69,LONG(69ch),Best indestructible dog toys UK for 2026. Durable options for heavy chewers with...,142,OK,https://pethubonline.com/best-indestructible-dog-toys-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.68s,title_long,2026-05-28 15:34
3956,Best Dog Toys UK (2026) – Complete Guide &#038; Ho,post,https://pethubonline.com/best-dog-toys-uk/,200,Best Dog Toys UK (2026) | Complete Guide &amp; Honest Reviews,61,OK,"Best dog toys UK guide for 2026. Honest comparisons of chew toys, fetch toys, pu...",144,OK,https://pethubonline.com/best-dog-toys-uk/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.84s,CLEAN,2026-05-28 15:34
3839,Best Puppy Food UK (2026) &#8211; Growth-Stage Nut,post,https://pethubonline.com/best-puppy-food-uk/,200,Best Puppy Food UK (2026) - Growth-Stage Nutrition Guide,56,OK,"Best puppy food UK guide for 2026. Understand growth-stage nutrition, feeding sc...",152,OK,https://pethubonline.com/best-puppy-food-uk/,SELF,"follow, index, max-snippet:-1, max-image-preview:l",NO,1.61s,CLEAN,2026-05-28 15:34
3838,Dry vs Wet Dog Food UK &#8211; An Honest Compariso,post,https://pethubonline.com/dry-vs-wet-dog-food-uk/,200,Dry vs Wet Dog Food UK - An Honest Comparison Guide,51,OK,"Dry vs wet dog food UK comparison. Learn the nutritional differences, costs, and...",150,OK,https://pethubonline.com/dry-vs-wet-dog-food-uk/,SELF,"follow, index, max-snippet:-1, max-image-preview:l",NO,1.74s,CLEAN,2026-05-28 15:34
3837,Best Dry Dog Food UK (2026) &#8211; Evidence-Based,post,https://pethubonline.com/best-dry-dog-food-uk/,200,Best Dry Dog Food UK (2026) - Evidence-Based Guide,50,OK,"Best dry dog food UK guide for 2026. Learn how to read labels, compare kibble ty...",155,OK,https://pethubonline.com/best-dry-dog-food-uk/,SELF,"follow, index, max-snippet:-1, max-image-preview:l",NO,1.49s,CLEAN,2026-05-28 15:34
3836,Best Dog Food UK (2026) &#8211; Complete Buying Gu,post,https://pethubonline.com/best-dog-food-uk/,200,Best Dog Food UK (2026) - Complete Buying Guide,47,OK,"Best dog food UK guide for 2026. Compare food types, understand labels, and lear...",156,OK,https://pethubonline.com/best-dog-food-uk/,SELF,"follow, index, max-snippet:-1, max-image-preview:l",NO,1.59s,CLEAN,2026-05-28 15:34
696,Essential Cat Supplies for Cat Owners &#8211; Numb,post,https://pethubonline.com/essential-cat-supplies-for-cat-owners/,200,12 Essential Cat Supplies That Will Transform Your Cats Life,60,OK,Essential cat supplies every cat owner must have. The complete guide to cat supp...,147,OK,https://pethubonline.com/essential-cat-supplies-for-cat-owners/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.95s,CLEAN,2026-05-28 15:34
3,Dog Toys UK (2026) – Essential Guide for Pet Owner,post,https://pethubonline.com/top-dog-toys-every-pet-owner-needs-in-2026/,200,Top 8 Dog Toys Every Pet Owner Must Have in 2026,48,OK,Top Dog Toys Every Pet Owner Needs in 2026 Welcome to Pet Hub Online – your ulti...,118,OK,https://pethubonline.com/top-dog-toys-every-pet-owner-needs-in-2026/,SELF,"follow, index, max-snippet:-1, max-video-preview:-",NO,1.84s,CLEAN,2026-05-28 15:34
