post_id,title,cluster,detection_type,term,severity,current_state,recommended_action
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Dog Toys,missing_terminology,resource guarding,high,Term not found anywhere in post content,Add 'resource guarding' with inline definition to strengthen topical authority
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Dog Toys,missing_terminology,puzzle feeder,high,Term not found anywhere in post content,Add 'puzzle feeder' with inline definition to strengthen topical authority
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Dog Toys,missing_terminology,interactive toy,high,Term not found anywhere in post content,Add 'interactive toy' with inline definition to strengthen topical authority
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Dog Toys,missing_terminology,tug toy,high,Term not found anywhere in post content,Add 'tug toy' with inline definition to strengthen topical authority
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Dog Toys,missing_terminology,flirt pole,high,Term not found anywhere in post content,Add 'flirt pole' with inline definition to strengthen topical authority
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Dog Toys,weak_semantic_reinforcement,snuffle mat,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'snuffle mat'
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Dog Toys,missing_terminology,dental chew,high,Term not found anywhere in post content,Add 'dental chew' with inline definition to strengthen topical authority
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Dog Toys,missing_terminology,denier,high,Term not found anywhere in post content,Add 'denier' with inline definition to strengthen topical authority
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Dog Toys,missing_terminology,stuffable toy,high,Term not found anywhere in post content,Add 'stuffable toy' with inline definition to strengthen topical authority
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Dog Toys,missing_terminology,nylon chew,high,Term not found anywhere in post content,Add 'nylon chew' with inline definition to strengthen topical authority
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Dog Toys,weak_semantic_reinforcement,RSPCA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'RSPCA'
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Dog Toys,missing_terminology,BVA,medium,Term not found anywhere in post content,Add 'BVA' with inline definition to strengthen topical authority
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Dog Toys,missing_terminology,positive reinforcement,medium,Term not found anywhere in post content,Add 'positive reinforcement' with inline definition to strengthen topical authority
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Dog Toys,missing_terminology,body condition score,medium,Term not found anywhere in post content,Add 'body condition score' with inline definition to strengthen topical authority
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Dog Toys,missing_terminology,microchip,medium,Term not found anywhere in post content,Add 'microchip' with inline definition to strengthen topical authority
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Dog Toys,weak_beginner_support,(post-level),low,"No beginner-friendly framing detected (no 'in simple terms', 'what this means', etc.)",Add an introductory sentence or 'what this means for you' section for new pet owners
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,missing_terminology,desensitisation,high,Term not found anywhere in post content,Add 'desensitisation' with inline definition to strengthen topical authority
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,missing_terminology,resource guarding,high,Term not found anywhere in post content,Add 'resource guarding' with inline definition to strengthen topical authority
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,missing_terminology,puzzle feeder,high,Term not found anywhere in post content,Add 'puzzle feeder' with inline definition to strengthen topical authority
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,missing_terminology,interactive toy,high,Term not found anywhere in post content,Add 'interactive toy' with inline definition to strengthen topical authority
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,missing_terminology,tug toy,high,Term not found anywhere in post content,Add 'tug toy' with inline definition to strengthen topical authority
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,missing_terminology,flirt pole,high,Term not found anywhere in post content,Add 'flirt pole' with inline definition to strengthen topical authority
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,weak_semantic_reinforcement,snuffle mat,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'snuffle mat'
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,missing_terminology,dental chew,high,Term not found anywhere in post content,Add 'dental chew' with inline definition to strengthen topical authority
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,weak_semantic_reinforcement,lick mat,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'lick mat'
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,missing_terminology,denier,high,Term not found anywhere in post content,Add 'denier' with inline definition to strengthen topical authority
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,missing_terminology,stuffable toy,high,Term not found anywhere in post content,Add 'stuffable toy' with inline definition to strengthen topical authority
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,missing_terminology,nylon chew,high,Term not found anywhere in post content,Add 'nylon chew' with inline definition to strengthen topical authority
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,weak_semantic_reinforcement,RSPCA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'RSPCA'
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,missing_terminology,BVA,medium,Term not found anywhere in post content,Add 'BVA' with inline definition to strengthen topical authority
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,missing_terminology,positive reinforcement,medium,Term not found anywhere in post content,Add 'positive reinforcement' with inline definition to strengthen topical authority
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,missing_terminology,body condition score,medium,Term not found anywhere in post content,Add 'body condition score' with inline definition to strengthen topical authority
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,missing_terminology,microchip,medium,Term not found anywhere in post content,Add 'microchip' with inline definition to strengthen topical authority
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Dog Toys,weak_beginner_support,(post-level),low,"No beginner-friendly framing detected (no 'in simple terms', 'what this means', etc.)",Add an introductory sentence or 'what this means for you' section for new pet owners
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,missing_terminology,desensitisation,high,Term not found anywhere in post content,Add 'desensitisation' with inline definition to strengthen topical authority
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,missing_terminology,puzzle feeder,high,Term not found anywhere in post content,Add 'puzzle feeder' with inline definition to strengthen topical authority
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,missing_terminology,interactive toy,high,Term not found anywhere in post content,Add 'interactive toy' with inline definition to strengthen topical authority
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,missing_terminology,tug toy,high,Term not found anywhere in post content,Add 'tug toy' with inline definition to strengthen topical authority
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,missing_terminology,flirt pole,high,Term not found anywhere in post content,Add 'flirt pole' with inline definition to strengthen topical authority
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,missing_terminology,snuffle mat,high,Term not found anywhere in post content,Add 'snuffle mat' with inline definition to strengthen topical authority
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,missing_terminology,dental chew,high,Term not found anywhere in post content,Add 'dental chew' with inline definition to strengthen topical authority
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,missing_terminology,lick mat,high,Term not found anywhere in post content,Add 'lick mat' with inline definition to strengthen topical authority
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,missing_terminology,denier,high,Term not found anywhere in post content,Add 'denier' with inline definition to strengthen topical authority
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,missing_terminology,stuffable toy,high,Term not found anywhere in post content,Add 'stuffable toy' with inline definition to strengthen topical authority
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,missing_terminology,nylon chew,high,Term not found anywhere in post content,Add 'nylon chew' with inline definition to strengthen topical authority
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,weak_semantic_reinforcement,RSPCA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'RSPCA'
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,missing_terminology,BVA,medium,Term not found anywhere in post content,Add 'BVA' with inline definition to strengthen topical authority
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,missing_terminology,positive reinforcement,medium,Term not found anywhere in post content,Add 'positive reinforcement' with inline definition to strengthen topical authority
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,missing_terminology,body condition score,medium,Term not found anywhere in post content,Add 'body condition score' with inline definition to strengthen topical authority
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,missing_terminology,microchip,medium,Term not found anywhere in post content,Add 'microchip' with inline definition to strengthen topical authority
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Dog Toys,weak_beginner_support,(post-level),low,"No beginner-friendly framing detected (no 'in simple terms', 'what this means', etc.)",Add an introductory sentence or 'what this means for you' section for new pet owners
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Dog Toys,missing_terminology,desensitisation,high,Term not found anywhere in post content,Add 'desensitisation' with inline definition to strengthen topical authority
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Dog Toys,missing_terminology,resource guarding,high,Term not found anywhere in post content,Add 'resource guarding' with inline definition to strengthen topical authority
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Dog Toys,missing_terminology,puzzle feeder,high,Term not found anywhere in post content,Add 'puzzle feeder' with inline definition to strengthen topical authority
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Dog Toys,missing_terminology,interactive toy,high,Term not found anywhere in post content,Add 'interactive toy' with inline definition to strengthen topical authority
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Dog Toys,missing_terminology,tug toy,high,Term not found anywhere in post content,Add 'tug toy' with inline definition to strengthen topical authority
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Dog Toys,missing_terminology,flirt pole,high,Term not found anywhere in post content,Add 'flirt pole' with inline definition to strengthen topical authority
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Dog Toys,missing_terminology,snuffle mat,high,Term not found anywhere in post content,Add 'snuffle mat' with inline definition to strengthen topical authority
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Dog Toys,missing_terminology,dental chew,high,Term not found anywhere in post content,Add 'dental chew' with inline definition to strengthen topical authority
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Dog Toys,missing_terminology,denier,high,Term not found anywhere in post content,Add 'denier' with inline definition to strengthen topical authority
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Dog Toys,missing_terminology,stuffable toy,high,Term not found anywhere in post content,Add 'stuffable toy' with inline definition to strengthen topical authority
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Dog Toys,missing_terminology,nylon chew,high,Term not found anywhere in post content,Add 'nylon chew' with inline definition to strengthen topical authority
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Dog Toys,weak_semantic_reinforcement,RSPCA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'RSPCA'
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Dog Toys,missing_terminology,BVA,medium,Term not found anywhere in post content,Add 'BVA' with inline definition to strengthen topical authority
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Dog Toys,missing_terminology,positive reinforcement,medium,Term not found anywhere in post content,Add 'positive reinforcement' with inline definition to strengthen topical authority
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Dog Toys,missing_terminology,body condition score,medium,Term not found anywhere in post content,Add 'body condition score' with inline definition to strengthen topical authority
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Dog Toys,weak_semantic_reinforcement,microchip,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'microchip'
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,weak_semantic_reinforcement,enrichment,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'enrichment'
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,missing_terminology,desensitisation,high,Term not found anywhere in post content,Add 'desensitisation' with inline definition to strengthen topical authority
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,missing_terminology,resource guarding,high,Term not found anywhere in post content,Add 'resource guarding' with inline definition to strengthen topical authority
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,missing_terminology,puzzle feeder,high,Term not found anywhere in post content,Add 'puzzle feeder' with inline definition to strengthen topical authority
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,missing_terminology,interactive toy,high,Term not found anywhere in post content,Add 'interactive toy' with inline definition to strengthen topical authority
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,missing_terminology,flirt pole,high,Term not found anywhere in post content,Add 'flirt pole' with inline definition to strengthen topical authority
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,missing_terminology,snuffle mat,high,Term not found anywhere in post content,Add 'snuffle mat' with inline definition to strengthen topical authority
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,missing_terminology,dental chew,high,Term not found anywhere in post content,Add 'dental chew' with inline definition to strengthen topical authority
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,missing_terminology,lick mat,high,Term not found anywhere in post content,Add 'lick mat' with inline definition to strengthen topical authority
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,missing_terminology,denier,high,Term not found anywhere in post content,Add 'denier' with inline definition to strengthen topical authority
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,missing_terminology,stuffable toy,high,Term not found anywhere in post content,Add 'stuffable toy' with inline definition to strengthen topical authority
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,missing_terminology,nylon chew,high,Term not found anywhere in post content,Add 'nylon chew' with inline definition to strengthen topical authority
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,weak_semantic_reinforcement,RSPCA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'RSPCA'
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,missing_terminology,BVA,medium,Term not found anywhere in post content,Add 'BVA' with inline definition to strengthen topical authority
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,missing_terminology,positive reinforcement,medium,Term not found anywhere in post content,Add 'positive reinforcement' with inline definition to strengthen topical authority
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,missing_terminology,body condition score,medium,Term not found anywhere in post content,Add 'body condition score' with inline definition to strengthen topical authority
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,weak_semantic_reinforcement,microchip,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'microchip'
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Dog Toys,weak_beginner_support,(post-level),low,"No beginner-friendly framing detected (no 'in simple terms', 'what this means', etc.)",Add an introductory sentence or 'what this means for you' section for new pet owners
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,weak_semantic_reinforcement,kibble,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'kibble'
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,missing_terminology,complete food,high,Term not found anywhere in post content,Add 'complete food' with inline definition to strengthen topical authority
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,missing_terminology,complementary food,high,Term not found anywhere in post content,Add 'complementary food' with inline definition to strengthen topical authority
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,missing_terminology,grain-free,high,Term not found anywhere in post content,Add 'grain-free' with inline definition to strengthen topical authority
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,missing_terminology,freeze-dried,high,Term not found anywhere in post content,Add 'freeze-dried' with inline definition to strengthen topical authority
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,missing_terminology,slow feeder,high,Term not found anywhere in post content,Add 'slow feeder' with inline definition to strengthen topical authority
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,missing_terminology,body condition score,high,Term not found anywhere in post content,Add 'body condition score' with inline definition to strengthen topical authority
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,missing_terminology,FEDIAF,high,Term not found anywhere in post content,Add 'FEDIAF' with inline definition to strengthen topical authority
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,missing_terminology,palatability,high,Term not found anywhere in post content,Add 'palatability' with inline definition to strengthen topical authority
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,missing_terminology,digestibility,high,Term not found anywhere in post content,Add 'digestibility' with inline definition to strengthen topical authority
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,missing_terminology,guaranteed analysis,high,Term not found anywhere in post content,Add 'guaranteed analysis' with inline definition to strengthen topical authority
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,missing_terminology,crude protein,high,Term not found anywhere in post content,Add 'crude protein' with inline definition to strengthen topical authority
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,missing_terminology,moisture content,high,Term not found anywhere in post content,Add 'moisture content' with inline definition to strengthen topical authority
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,weak_semantic_reinforcement,RSPCA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'RSPCA'
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,missing_terminology,BVA,medium,Term not found anywhere in post content,Add 'BVA' with inline definition to strengthen topical authority
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,missing_terminology,positive reinforcement,medium,Term not found anywhere in post content,Add 'positive reinforcement' with inline definition to strengthen topical authority
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,weak_semantic_reinforcement,microchip,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'microchip'
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Dog Food,weak_beginner_support,(post-level),low,"No beginner-friendly framing detected (no 'in simple terms', 'what this means', etc.)",Add an introductory sentence or 'what this means for you' section for new pet owners
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,missing_terminology,desensitisation,high,Term not found anywhere in post content,Add 'desensitisation' with inline definition to strengthen topical authority
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,missing_terminology,puzzle feeder,high,Term not found anywhere in post content,Add 'puzzle feeder' with inline definition to strengthen topical authority
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,missing_terminology,interactive toy,high,Term not found anywhere in post content,Add 'interactive toy' with inline definition to strengthen topical authority
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,missing_terminology,tug toy,high,Term not found anywhere in post content,Add 'tug toy' with inline definition to strengthen topical authority
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,missing_terminology,flirt pole,high,Term not found anywhere in post content,Add 'flirt pole' with inline definition to strengthen topical authority
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,missing_terminology,snuffle mat,high,Term not found anywhere in post content,Add 'snuffle mat' with inline definition to strengthen topical authority
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,missing_terminology,dental chew,high,Term not found anywhere in post content,Add 'dental chew' with inline definition to strengthen topical authority
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,missing_terminology,lick mat,high,Term not found anywhere in post content,Add 'lick mat' with inline definition to strengthen topical authority
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,missing_terminology,denier,high,Term not found anywhere in post content,Add 'denier' with inline definition to strengthen topical authority
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,missing_terminology,stuffable toy,high,Term not found anywhere in post content,Add 'stuffable toy' with inline definition to strengthen topical authority
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,missing_terminology,nylon chew,high,Term not found anywhere in post content,Add 'nylon chew' with inline definition to strengthen topical authority
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,weak_semantic_reinforcement,RSPCA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'RSPCA'
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,missing_terminology,BVA,medium,Term not found anywhere in post content,Add 'BVA' with inline definition to strengthen topical authority
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,missing_terminology,positive reinforcement,medium,Term not found anywhere in post content,Add 'positive reinforcement' with inline definition to strengthen topical authority
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,missing_terminology,body condition score,medium,Term not found anywhere in post content,Add 'body condition score' with inline definition to strengthen topical authority
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,missing_terminology,microchip,medium,Term not found anywhere in post content,Add 'microchip' with inline definition to strengthen topical authority
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Dog Toys,weak_beginner_support,(post-level),low,"No beginner-friendly framing detected (no 'in simple terms', 'what this means', etc.)",Add an introductory sentence or 'what this means for you' section for new pet owners
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,weak_semantic_reinforcement,enrichment,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'enrichment'
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,missing_terminology,desensitisation,high,Term not found anywhere in post content,Add 'desensitisation' with inline definition to strengthen topical authority
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,missing_terminology,resource guarding,high,Term not found anywhere in post content,Add 'resource guarding' with inline definition to strengthen topical authority
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,missing_terminology,puzzle feeder,high,Term not found anywhere in post content,Add 'puzzle feeder' with inline definition to strengthen topical authority
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,missing_terminology,interactive toy,high,Term not found anywhere in post content,Add 'interactive toy' with inline definition to strengthen topical authority
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,missing_terminology,tug toy,high,Term not found anywhere in post content,Add 'tug toy' with inline definition to strengthen topical authority
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,missing_terminology,flirt pole,high,Term not found anywhere in post content,Add 'flirt pole' with inline definition to strengthen topical authority
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,missing_terminology,snuffle mat,high,Term not found anywhere in post content,Add 'snuffle mat' with inline definition to strengthen topical authority
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,missing_terminology,dental chew,high,Term not found anywhere in post content,Add 'dental chew' with inline definition to strengthen topical authority
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,missing_terminology,lick mat,high,Term not found anywhere in post content,Add 'lick mat' with inline definition to strengthen topical authority
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,missing_terminology,denier,high,Term not found anywhere in post content,Add 'denier' with inline definition to strengthen topical authority
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,missing_terminology,stuffable toy,high,Term not found anywhere in post content,Add 'stuffable toy' with inline definition to strengthen topical authority
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,missing_terminology,nylon chew,high,Term not found anywhere in post content,Add 'nylon chew' with inline definition to strengthen topical authority
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,weak_semantic_reinforcement,RSPCA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'RSPCA'
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,missing_terminology,BVA,medium,Term not found anywhere in post content,Add 'BVA' with inline definition to strengthen topical authority
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,missing_terminology,positive reinforcement,medium,Term not found anywhere in post content,Add 'positive reinforcement' with inline definition to strengthen topical authority
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,missing_terminology,body condition score,medium,Term not found anywhere in post content,Add 'body condition score' with inline definition to strengthen topical authority
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,missing_terminology,microchip,medium,Term not found anywhere in post content,Add 'microchip' with inline definition to strengthen topical authority
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Dog Toys,weak_beginner_support,(post-level),low,"No beginner-friendly framing detected (no 'in simple terms', 'what this means', etc.)",Add an introductory sentence or 'what this means for you' section for new pet owners
5523,"Dog Training Equipment Explained: Tools, Uses, and What to Avoid",Puppy Care,missing_terminology,socialisation,high,Term not found anywhere in post content,Add 'socialisation' with inline definition to strengthen topical authority
5523,"Dog Training Equipment Explained: Tools, Uses, and What to Avoid",Puppy Care,missing_terminology,counter-conditioning,high,Term not found anywhere in post content,Add 'counter-conditioning' with inline definition to strengthen topical authority
5523,"Dog Training Equipment Explained: Tools, Uses, and What to Avoid",Puppy Care,weak_semantic_reinforcement,recall,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'recall'
5523,"Dog Training Equipment Explained: Tools, Uses, and What to Avoid",Puppy Care,missing_terminology,mouthing,high,Term not found anywhere in post content,Add 'mouthing' with inline definition to strengthen topical authority
5523,"Dog Training Equipment Explained: Tools, Uses, and What to Avoid",Puppy Care,weak_semantic_reinforcement,crate training,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'crate training'
5523,"Dog Training Equipment Explained: Tools, Uses, and What to Avoid",Puppy Care,missing_terminology,high-value treat,high,Term not found anywhere in post content,Add 'high-value treat' with inline definition to strengthen topical authority
5523,"Dog Training Equipment Explained: Tools, Uses, and What to Avoid",Puppy Care,missing_terminology,clicker training,high,Term not found anywhere in post content,Add 'clicker training' with inline definition to strengthen topical authority
5523,"Dog Training Equipment Explained: Tools, Uses, and What to Avoid",Puppy Care,missing_terminology,separation anxiety,high,Term not found anywhere in post content,Add 'separation anxiety' with inline definition to strengthen topical authority
