post_id,title,url,seo_score,rm_seo_score,focus_keyword_status,focus_keyword,seo_title_status,seo_title,meta_desc_status,title_length,meta_desc_length,images_without_alt,total_images,internal_link_count,h2_count,word_count,issues,remediation_actions,suggested_meta_desc
3837,Best Dry Dog Food UK (2026) – Evidence-Based Guide,https://pethubonline.com/best-dry-dog-food-uk/,91,78,SET,dry dog food,MISSING,Best Dry Dog Food UK (2026) – Evidence-Based Guide,SET,50,50,0,11,24,18,6836,SEO title same as post title; Meta desc length 50 (ideal 120-160),Customize SEO title with keyword + brand; Rewrite meta description to 120-160 chars,
696,Essential Cat Supplies for Cat Owners – Number 1 Must-Haves,https://pethubonline.com/essential-cat-supplies-for-cat-owners/,91,85,SET,essential cat supplies for cat,MISSING,Essential Cat Supplies for Cat Owners – Number 1 Must-Haves,SET,59,59,0,3,15,6,3937,SEO title same as post title; Meta desc length 59 (ideal 120-160),Customize SEO title with keyword + brand; Rewrite meta description to 120-160 chars,
8172,Our Research Standards,https://pethubonline.com/our-research-standards/,92,0,SET,our research standards,SET,Our Research Standards - Pet Hub Online,SET,22,149,0,5,12,15,3573,Title length 22 (ideal 50-60),Title too short (+28 chars needed),
8171,Why PetHub Online Exists,https://pethubonline.com/why-pethub-online-exists/,92,0,SET,why pethub online exists,SET,Why PetHub Online Exists - Pet Hub Online,SET,24,149,0,4,11,12,3073,Title length 24 (ideal 50-60),Title too short (+26 chars needed),
7345,Indoor Cat Behaviour: Understanding and Managing Common Issues,https://pethubonline.com/indoor-cat-behaviour-common-issues/,92,0,SET,indoor cat behaviour,SET,Indoor Cat Behaviour: Understanding and Managing Common Issues - Pet Hub Online,SET,62,62,0,5,21,15,3564,Title length 62 (ideal 50-60); Meta desc length 62 (ideal 120-160),Shorten title (-2 chars); Rewrite meta description to 120-160 chars,
7341,First Week with a New Puppy: A Day-by-Day Guide,https://pethubonline.com/first-week-new-puppy-guide/,92,0,SET,first week with a new,SET,First Week with a New Puppy: A Day-by-Day Guide - Pet Hub Online,SET,47,47,0,5,27,14,5010,Title length 47 (ideal 50-60); Meta desc length 47 (ideal 120-160),Expand title (+3 chars); Rewrite meta description to 120-160 chars,
7336,Dog Bed Safety: Avoiding Hazards and Choosing Non-Toxic Materials,https://pethubonline.com/dog-bed-safety-non-toxic-materials/,92,0,SET,dog bed safety,SET,Dog Bed Safety: Avoiding Hazards and Choosing Non-Toxic Materials - Pet Hub Online,SET,65,65,0,5,23,15,4569,Title length 65 (ideal 50-60); Meta desc length 65 (ideal 120-160),Shorten title (-5 chars); Rewrite meta description to 120-160 chars,
7177,Cat Toy Terminology: Understanding Play Types and Toy Features,https://pethubonline.com/cat-toy-terminology-understanding-play-types-and-toy-features/,92,0,SET,cat toy terminology,SET,Cat Toy Terminology: Understanding Play Types and Toy Features - Pet Hub Online,SET,62,62,0,4,21,10,4877,Title length 62 (ideal 50-60); Meta desc length 62 (ideal 120-160),Shorten title (-2 chars); Rewrite meta description to 120-160 chars,
7175,Cat Supply Essentials Glossary: Understanding Cat Care Products,https://pethubonline.com/cat-supply-essentials-glossary-understanding-cat-care-products/,92,0,SET,cat supply essentials glossary,SET,Cat Supply Essentials Glossary: Understanding Cat Care Products - Pet Hub Online,SET,63,63,0,4,23,10,4844,Title length 63 (ideal 50-60); Meta desc length 63 (ideal 120-160),Shorten title (-3 chars); Rewrite meta description to 120-160 chars,
7174,"Dog Bed Terminology: Materials, Types, and Sizing Terms Explained",https://pethubonline.com/dog-bed-terminology-materials-types-and-sizing-terms-explained/,92,0,SET,dog bed terminology,SET,"Dog Bed Terminology: Materials, Types, and Sizing Terms Explained - Pet Hub Online",SET,65,65,0,4,21,10,5137,Title length 65 (ideal 50-60); Meta desc length 65 (ideal 120-160),Shorten title (-5 chars); Rewrite meta description to 120-160 chars,
7172,Dog Food Glossary: Understanding Ingredients and Nutrition Labels,https://pethubonline.com/dog-food-glossary-understanding-ingredients-and-nutrition-labels/,92,0,SET,dog food glossary,SET,Dog Food Glossary: Understanding Ingredients and Nutrition Labels - Pet Hub Online,SET,65,65,0,4,17,8,5787,Title length 65 (ideal 50-60); Meta desc length 65 (ideal 120-160),Shorten title (-5 chars); Rewrite meta description to 120-160 chars,
6049,Sensory Enrichment for Dogs: Engaging All Five Senses Through Play,https://pethubonline.com/sensory-enrichment-dogs/,92,0,SET,sensory enrichment for dogs,SET,Sensory Enrichment for Dogs: Engaging All Five Senses,SET,66,63,0,4,10,10,2723,Title length 66 (ideal 50-60); Meta desc length 63 (ideal 120-160),Shorten title (-6 chars); Rewrite meta description to 120-160 chars,
6042,Enrichment by Breed Group: Tailoring Play to Your Dog’s Instincts,https://pethubonline.com/enrichment-by-breed-group/,92,0,SET,enrichment by breed group,SET,Enrichment by Breed Group: Tailoring Play to Your Dog’s,SET,65,63,0,4,17,8,3740,Title length 65 (ideal 50-60); Meta desc length 63 (ideal 120-160),Shorten title (-5 chars); Rewrite meta description to 120-160 chars,
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,https://pethubonline.com/cognitive-enrichment-senior-dogs/,92,0,SET,cognitive enrichment for senior dogs,SET,Cognitive Enrichment for Senior Dogs: Gentle Play for,SET,66,63,0,5,15,14,3605,Title length 66 (ideal 50-60); Meta desc length 63 (ideal 120-160),Shorten title (-6 chars); Rewrite meta description to 120-160 chars,
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,https://pethubonline.com/enrichment-schedules-dogs/,92,0,SET,enrichment schedules for dogs,SET,Enrichment Schedules for Dogs: Structuring Daily Play and,SET,69,63,0,4,17,12,3466,Title length 69 (ideal 50-60); Meta desc length 63 (ideal 120-160),Shorten title (-9 chars); Rewrite meta description to 120-160 chars,
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,https://pethubonline.com/dog-toy-storage-organisation/,92,0,SET,dog toy storage and organisation,SET,Dog Toy Storage and Organisation: Keeping Toys Clean and,SET,67,63,0,5,17,13,3549,Title length 67 (ideal 50-60); Meta desc length 63 (ideal 120-160),Shorten title (-7 chars); Rewrite meta description to 120-160 chars,
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,https://pethubonline.com/crate-play-enrichment-dogs/,92,0,SET,crate and play enrichment,SET,Crate and Play Enrichment: Keeping Dogs Happy in Confined,SET,64,63,0,4,19,10,3508,Title length 64 (ideal 50-60); Meta desc length 63 (ideal 120-160),Shorten title (-4 chars); Rewrite meta description to 120-160 chars,
5511,"Pet Enrichment Explained: Types, Benefits, and Practical Ideas",https://pethubonline.com/pet-enrichment-guide/,92,0,SET,pet enrichment explained,SET,"Pet Enrichment Explained: Types, Benefits, and Practical",SET,62,62,0,5,16,13,3952,Title length 62 (ideal 50-60); Meta desc length 62 (ideal 120-160),Shorten title (-2 chars); Rewrite meta description to 120-160 chars,
5467,"Pet Feeding Guide: Understanding Portions, Schedules, and Methods",https://pethubonline.com/pet-feeding-guide/,92,0,SET,pet feeding guide,SET,"Pet Feeding Guide: Understanding Portions, Schedules, and",SET,65,78,0,5,18,15,6708,Title length 65 (ideal 50-60); Meta desc length 78 (ideal 120-160),Shorten title (-5 chars); Rewrite meta description to 120-160 chars,
5464,Pet Grooming Glossary: Understanding Grooming Terms and Techniques,https://pethubonline.com/pet-grooming-glossary/,92,0,SET,pet grooming glossary,SET,Pet Grooming Glossary: Understanding Grooming Terms and,SET,66,66,0,5,15,13,5822,Title length 66 (ideal 50-60); Meta desc length 66 (ideal 120-160),Shorten title (-6 chars); Rewrite meta description to 120-160 chars,
5460,Pet Nutrition Terminology: A Guide to Common Terms on Pet Food Labels,https://pethubonline.com/pet-nutrition-terminology-guide/,92,0,SET,pet nutrition terminology,SET,Pet Nutrition Terminology: A Guide to Common Terms on Pet,SET,69,69,0,4,18,12,6230,Title length 69 (ideal 50-60); Meta desc length 69 (ideal 120-160),Shorten title (-9 chars); Rewrite meta description to 120-160 chars,
5296,Best Indoor Cat Toys UK (2026): Complete Guide for House Cats,https://pethubonline.com/best-indoor-cat-toys/,92,0,SET,indoor cat toys,SET,Best Indoor Cat Toys UK : Complete Guide for House Cats,SET,61,61,0,4,21,11,3220,Title length 61 (ideal 50-60); Meta desc length 61 (ideal 120-160),Shorten title (-1 chars); Rewrite meta description to 120-160 chars,
5036,Understanding Cat Play Behaviour: What Different Play Styles Mean,https://pethubonline.com/understanding-cat-play-behaviour/,92,0,SET,cat play behaviour,SET,Understanding Cat Play Behaviour: What Different Play,SET,65,65,0,5,23,13,3840,Title length 65 (ideal 50-60); Meta desc length 65 (ideal 120-160),Shorten title (-5 chars); Rewrite meta description to 120-160 chars,
4784,"Dog Bed Materials Explained: Foam, Memory Foam, and More",https://pethubonline.com/dog-bed-materials-guide/,93,0,SET,dog bed materials explained,MISSING,"Dog Bed Materials Explained: Foam, Memory Foam, and More",SET,56,107,0,5,26,15,4304,SEO title same as post title; Meta desc length 107 (ideal 120-160),Customize SEO title with keyword + brand; Adjust meta description length to 120-160 chars,
4412,No-Pull Dog Harness Guide: How They Work and When to Use One,https://pethubonline.com/no-pull-dog-harness-guide/,93,0,SET,no-pull dog harness guide,MISSING,No-Pull Dog Harness Guide: How They Work and When to Use One,SET,60,105,0,1,14,4,3578,SEO title same as post title; Meta desc length 105 (ideal 120-160),Customize SEO title with keyword + brand; Adjust meta description length to 120-160 chars,
4407,DIY Cat Toys: Safe Homemade Options Your Cat Will Love,https://pethubonline.com/diy-cat-toys-safe-homemade-options/,93,0,SET,diy cat toys,MISSING,DIY Cat Toys: Safe Homemade Options Your Cat Will Love,SET,54,117,0,4,18,9,2984,SEO title same as post title; Meta desc length 117 (ideal 120-160),Customize SEO title with keyword + brand; Adjust meta description length to 120-160 chars,
4335,Best Cat Litter Disposal UK (2026) – Waste Management Guide,https://pethubonline.com/best-cat-litter-disposal-uk/,93,0,SET,cat litter disposal,MISSING,Best Cat Litter Disposal UK (2026) – Waste Management Guide,SET,59,101,0,8,27,16,4452,SEO title same as post title; Meta desc length 101 (ideal 120-160),Customize SEO title with keyword + brand; Adjust meta description length to 120-160 chars,
4286,Best Cat Scratching Posts UK (2026) – Complete Guide,https://pethubonline.com/best-cat-scratching-posts-uk/,93,0,SET,cat scratching posts,MISSING,Best Cat Scratching Posts UK (2026) – Complete Guide,SET,52,116,0,8,26,16,4643,SEO title same as post title; Meta desc length 116 (ideal 120-160),Customize SEO title with keyword + brand; Adjust meta description length to 120-160 chars,
4265,Best Cat GPS Trackers UK (2026) – Location Tracking Guide,https://pethubonline.com/best-cat-gps-trackers-uk/,93,0,SET,cat gps trackers,MISSING,Best Cat GPS Trackers UK (2026) – Location Tracking Guide,SET,57,115,0,8,21,15,3948,SEO title same as post title; Meta desc length 115 (ideal 120-160),Customize SEO title with keyword + brand; Adjust meta description length to 120-160 chars,
4223,Best Cat Window Perches UK (2026) – Sunning & Bird Watching,https://pethubonline.com/best-cat-window-perches-uk/,93,0,SET,cat window perches,MISSING,Best Cat Window Perches UK (2026) – Sunning & Bird Watching,SET,59,104,0,3,23,14,3766,SEO title same as post title; Meta desc length 104 (ideal 120-160),Customize SEO title with keyword + brand; Adjust meta description length to 120-160 chars,
4181,Best Interactive Cat Toys UK (2026) – Wand & Puzzle Guide,https://pethubonline.com/best-interactive-cat-toys-uk/,93,0,SET,interactive cat toys,MISSING,Best Interactive Cat Toys UK (2026) – Wand & Puzzle Guide,SET,57,119,0,8,37,13,4786,SEO title same as post title; Meta desc length 119 (ideal 120-160),Customize SEO title with keyword + brand; Adjust meta description length to 120-160 chars,
4139,Best Dog Training Leads UK (2026) – Long Lines & Harnesses,https://pethubonline.com/best-dog-training-leads-uk/,93,0,SET,dog training leads,MISSING,Best Dog Training Leads UK (2026) – Long Lines & Harnesses,SET,58,113,0,8,21,15,4934,SEO title same as post title; Meta desc length 113 (ideal 120-160),Customize SEO title with keyword + brand; Adjust meta description length to 120-160 chars,
7170,Dog Health Terminology: Understanding Common Veterinary and Care Terms,https://pethubonline.com/dog-health-terminology-understanding-common-veterinary-and-care-terms/,94,0,SET,dog health terminology,SET,Dog Health Terminology: Understanding Common Veterinary and Care Terms - Pet Hub Online,SET,70,119,0,4,25,10,5147,Title length 70 (ideal 50-60); Meta desc length 119 (ideal 120-160),Shorten title (-10 chars); Adjust meta description length to 120-160 chars,
5458,Cat Scratching Behaviour Explained: Why Cats Scratch and How to Help,https://pethubonline.com/cat-scratching-behaviour-explained/,94,0,SET,cat scratching behaviour explained,SET,Cat Scratching Behaviour Explained: Why Cats Scratch and,SET,68,104,0,5,13,13,3287,Title length 68 (ideal 50-60); Meta desc length 104 (ideal 120-160),Shorten title (-8 chars); Adjust meta description length to 120-160 chars,
4411,"Dog Harnesses: The Complete Guide to Types, Fitting, and Safety",https://pethubonline.com/dog-harnesses-complete-guide/,94,0,SET,dog harnesses,SET,"Dog Harnesses: The Complete Guide to Types, Fitting, and",SET,63,103,0,4,26,11,4313,Title length 63 (ideal 50-60); Meta desc length 103 (ideal 120-160),Shorten title (-3 chars); Adjust meta description length to 120-160 chars,
4034,Best No-Pull Dog Harnesses UK (2026) – Training & Comfort Guide,https://pethubonline.com/best-no-pull-dog-harnesses-uk/,94,0,SET,no-pull dog harnesses,SET,Best No-Pull Dog Harnesses UK – Training & Comfort Guide,SET,63,105,0,3,23,14,4174,Title length 63 (ideal 50-60); Meta desc length 105 (ideal 120-160),Shorten title (-3 chars); Adjust meta description length to 120-160 chars,
7334,Puppy Bed Training: Helping Your Dog Love Their Bed,https://pethubonline.com/puppy-bed-training-guide/,95,0,SET,puppy bed training,SET,Puppy Bed Training: Helping Your Dog Love Their Bed - Pet Hub Online,SET,51,120,0,0,25,14,4938,No images in content,Add relevant images with descriptive alt text,
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,https://pethubonline.com/dog-toy-safety-breed-size/,95,0,SET,dog toy safety by breed,MISSING,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,SET,57,149,0,4,18,9,3792,SEO title same as post title,Customize SEO title with keyword + brand,
5473,Senior Dog Toys: Gentle Play Options for Older Dogs,https://pethubonline.com/senior-dog-toys/,95,0,SET,senior dog toys,MISSING,Senior Dog Toys: Gentle Play Options for Older Dogs,SET,51,149,0,5,30,16,4704,SEO title same as post title,Customize SEO title with keyword + brand,
5035,Cat Enrichment Beyond Toys: Creating a Stimulating Home,https://pethubonline.com/cat-enrichment-beyond-toys/,95,0,SET,cat enrichment beyond toys,MISSING,Cat Enrichment Beyond Toys: Creating a Stimulating Home,SET,55,129,0,5,19,13,4440,SEO title same as post title,Customize SEO title with keyword + brand,
4573,Seasonal Pet Safety: Protecting Pets Through the Year,https://pethubonline.com/seasonal-pet-safety-guide/,95,0,SET,seasonal pet safety,MISSING,Seasonal Pet Safety: Protecting Pets Through the Year,SET,53,148,0,4,16,11,2830,SEO title same as post title,Customize SEO title with keyword + brand,
4570,First-Time Dog Owner Essentials: What You Need to Know,https://pethubonline.com/first-time-dog-owner-essentials/,95,0,SET,first-time dog owner essentials,MISSING,First-Time Dog Owner Essentials: What You Need to Know,SET,54,146,0,4,21,12,4755,SEO title same as post title,Customize SEO title with keyword + brand,
4410,Cat Enrichment Activities Beyond Toys: Complete Guide,https://pethubonline.com/cat-enrichment-activities-beyond-toys/,95,0,SET,cat enrichment activities beyond toys,MISSING,Cat Enrichment Activities Beyond Toys: Complete Guide,SET,53,129,0,5,22,13,3654,SEO title same as post title,Customize SEO title with keyword + brand,
4408,How Often Should You Replace Cat Toys? A Practical Guide,https://pethubonline.com/how-often-replace-cat-toys/,95,0,SET,how often should you replace,MISSING,How Often Should You Replace Cat Toys? A Practical Guide,SET,56,135,0,4,24,10,3797,SEO title same as post title,Customize SEO title with keyword + brand,
4307,Best Wall-Mounted Cat Scratchers UK (2026) – Space Saving,https://pethubonline.com/best-wall-mounted-cat-scratchers-uk/,95,0,SET,wall-mounted cat scratchers,MISSING,Best Wall-Mounted Cat Scratchers UK (2026) – Space Saving,SET,57,140,0,8,24,15,4221,SEO title same as post title,Customize SEO title with keyword + brand,
4300,Best Cardboard Cat Scratchers UK (2026) – Budget Friendly,https://pethubonline.com/best-cardboard-cat-scratchers-uk/,95,0,SET,cardboard cat scratchers,MISSING,Best Cardboard Cat Scratchers UK (2026) – Budget Friendly,SET,57,140,0,8,24,15,4209,SEO title same as post title,Customize SEO title with keyword + brand,
4293,Best Cat Trees UK (2026) – Climbing & Scratching Towers,https://pethubonline.com/best-cat-trees-uk/,95,0,SET,cat trees,MISSING,Best Cat Trees UK (2026) – Climbing & Scratching Towers,SET,55,140,0,8,20,15,3928,SEO title same as post title,Customize SEO title with keyword + brand,
4244,Best Cat Nail Clippers UK (2026) – Safe Trimming Guide,https://pethubonline.com/best-cat-nail-clippers-uk/,95,0,SET,cat nail clippers,MISSING,Best Cat Nail Clippers UK (2026) – Safe Trimming Guide,SET,54,153,0,8,8,13,2979,SEO title same as post title,Customize SEO title with keyword + brand,
4230,Best Cat Grooming Supplies UK (2026) – Complete Guide,https://pethubonline.com/best-cat-grooming-supplies-uk/,95,0,SET,cat grooming supplies,MISSING,Best Cat Grooming Supplies UK (2026) – Complete Guide,SET,53,148,0,3,26,15,4052,SEO title same as post title,Customize SEO title with keyword + brand,
4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,https://pethubonline.com/best-cat-toys-indoor-cats-uk/,95,0,SET,cat toys for indoor cats,MISSING,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,SET,58,129,0,3,18,15,4306,SEO title same as post title,Customize SEO title with keyword + brand,
4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,https://pethubonline.com/best-elevated-dog-bowls-uk/,95,0,SET,elevated dog bowls,MISSING,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,SET,55,140,0,8,29,16,4388,SEO title same as post title,Customize SEO title with keyword + brand,
4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,https://pethubonline.com/best-dog-bowls-feeding-uk/,95,0,SET,dog bowls and feeding,MISSING,Best Dog Bowls and Feeding UK (2026) – Complete Guide,SET,53,137,0,8,25,16,4378,SEO title same as post title,Customize SEO title with keyword + brand,
4132,Best Puppy Training Guide UK (2026) – First Year Essentials,https://pethubonline.com/best-puppy-training-guide-uk/,95,0,SET,puppy training guide,MISSING,Best Puppy Training Guide UK (2026) – First Year Essentials,SET,59,138,0,8,25,15,4843,SEO title same as post title,Customize SEO title with keyword + brand,
4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,https://pethubonline.com/best-dog-training-behaviour-uk/,95,0,SET,dog training and behaviour,MISSING,Best Dog Training and Behaviour UK (2026) – Complete Guide,SET,58,130,0,8,23,17,4888,SEO title same as post title,Customize SEO title with keyword + brand,
4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,https://pethubonline.com/best-dog-flea-treatment-uk/,95,0,SET,dog flea treatment,MISSING,Best Dog Flea Treatment UK (2026) – Prevention Guide,SET,52,152,0,8,23,16,5149,SEO title same as post title,Customize SEO title with keyword + brand,
4096,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,https://pethubonline.com/best-dog-dental-care-uk/,95,0,SET,dog dental care,MISSING,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,SET,53,133,0,8,19,16,4818,SEO title same as post title,Customize SEO title with keyword + brand,
4078,Best Dog Nail Clippers UK (2026) – Trimming & Grinding Guide,https://pethubonline.com/best-dog-nail-clippers-uk/,95,0,SET,dog nail clippers,MISSING,Best Dog Nail Clippers UK (2026) – Trimming & Grinding Guide,SET,60,130,0,8,20,15,4632,SEO title same as post title,Customize SEO title with keyword + brand,
4071,Best Dog Shampoo UK (2026) – Ingredients & Safety Guide,https://pethubonline.com/best-dog-shampoo-uk/,95,0,SET,dog shampoo,MISSING,Best Dog Shampoo UK (2026) – Ingredients & Safety Guide,SET,55,148,0,8,22,16,4344,SEO title same as post title,Customize SEO title with keyword + brand,
4049,Best Puppy Collars UK (2026) – First Collar & Harness Guide,https://pethubonline.com/best-puppy-collars-uk/,95,0,SET,puppy collars,MISSING,Best Puppy Collars UK (2026) – First Collar & Harness Guide,SET,59,124,0,8,17,13,4568,SEO title same as post title,Customize SEO title with keyword + brand,
4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,https://pethubonline.com/best-dog-collars-and-harnesses-uk/,95,0,SET,dog collars and harnesses,MISSING,Best Dog Collars and Harnesses UK (2026) – Complete Guide,SET,57,120,0,3,23,16,4547,SEO title same as post title,Customize SEO title with keyword + brand,
4018,Best Puppy Beds UK (2026) – First Bed & Crate Training Guide,https://pethubonline.com/best-puppy-beds-uk/,95,0,SET,puppy beds,MISSING,Best Puppy Beds UK (2026) – First Bed & Crate Training Guide,SET,60,122,0,3,19,16,4712,SEO title same as post title,Customize SEO title with keyword + brand,
3996,Best Dog Beds UK (2026) – Complete Guide & Honest Reviews,https://pethubonline.com/best-dog-beds-uk/,95,0,SET,dog beds,MISSING,Best Dog Beds UK (2026) – Complete Guide & Honest Reviews,SET,57,154,0,3,33,17,5263,SEO title same as post title,Customize SEO title with keyword + brand,
3960,Best Puppy Toys UK (2026) – Teething & First Toys Guide,https://pethubonline.com/best-puppy-toys-uk/,95,0,SET,puppy toys,MISSING,Best Puppy Toys UK (2026) – Teething & First Toys Guide,SET,55,131,0,3,32,18,6104,SEO title same as post title,Customize SEO title with keyword + brand,
7346,Indoor Cat Diet and Nutrition: Feeding Guidelines for House Cats,https://pethubonline.com/indoor-cat-diet-nutrition-guide/,96,0,SET,indoor cat diet and nutrition,SET,Indoor Cat Diet and Nutrition: Feeding Guidelines for House Cats - Pet Hub Online,SET,64,146,0,10,21,15,3658,Title length 64 (ideal 50-60),Shorten title (-4 chars),
7344,Creating a Cat-Friendly Home: Environmental Enrichment for Indoor Cats,https://pethubonline.com/cat-friendly-home-enrichment-indoor-cats/,96,0,SET,creating a cat-friendly home,SET,Creating a Cat-Friendly Home: Environmental Enrichment for Indoor Cats - Pet Hub Online,SET,70,140,0,5,21,15,3616,Title length 70 (ideal 50-60),Shorten title (-10 chars),
7342,Indoor Cat Exercise: Keeping House Cats Active and Healthy,https://pethubonline.com/indoor-cat-exercise-guide/,96,0,SET,indoor cat exercise,SET,Indoor Cat Exercise: Keeping House Cats Active and Healthy - Pet Hub Online,SET,58,58,0,5,21,15,3666,Meta desc length 58 (ideal 120-160),Rewrite meta description to 120-160 chars,
7340,"Puppy Teething Guide: Stages, Signs, and Soothing Tips",https://pethubonline.com/puppy-teething-guide-stages-signs/,96,0,SET,puppy teething guide,SET,"Puppy Teething Guide: Stages, Signs, and Soothing Tips - Pet Hub Online",SET,54,54,0,5,27,14,4512,Meta desc length 54 (ideal 120-160),Rewrite meta description to 120-160 chars,
7335,Seasonal Dog Bedding: Adjusting Comfort Through the Year,https://pethubonline.com/seasonal-dog-bedding-guide/,96,0,SET,seasonal dog bedding,SET,Seasonal Dog Bedding: Adjusting Comfort Through the Year - Pet Hub Online,SET,56,88,0,5,23,13,4152,Meta desc length 88 (ideal 120-160),Rewrite meta description to 120-160 chars,
7333,Dog Bed Placement Guide: Where to Put Your Dog’s Bed,https://pethubonline.com/dog-bed-placement-guide/,96,0,SET,dog bed placement guide,SET,Dog Bed Placement Guide: Where to Put Your Dog’s Bed - Pet Hub Online,SET,52,88,0,5,23,14,4689,Meta desc length 88 (ideal 120-160),Rewrite meta description to 120-160 chars,
7169,Puppy Care Glossary: Essential Terms for New Puppy Owners,https://pethubonline.com/puppy-care-glossary-essential-terms-for-new-puppy-owners/,96,0,SET,puppy care glossary,SET,Puppy Care Glossary: Essential Terms for New Puppy Owners - Pet Hub Online,SET,57,57,0,4,21,10,5229,Meta desc length 57 (ideal 120-160),Rewrite meta description to 120-160 chars,
7167,Indoor Cat Terminology: A Complete Glossary for Cat Owners,https://pethubonline.com/indoor-cat-terminology-a-complete-glossary-for-cat-owners/,96,0,SET,indoor cat terminology,SET,Indoor Cat Terminology: A Complete Glossary for Cat Owners - Pet Hub Online,SET,58,98,0,4,17,10,5120,Meta desc length 98 (ideal 120-160),Rewrite meta description to 120-160 chars,
6050,Toy Overstimulation Recovery: Calming Down an Overexcited Dog,https://pethubonline.com/toy-overstimulation-recovery-dogs/,96,0,SET,toy overstimulation recovery,SET,Toy Overstimulation Recovery: Calming Down an Overexcited,SET,61,151,0,4,10,10,2731,Title length 61 (ideal 50-60),Shorten title (-1 chars),
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,https://pethubonline.com/confidence-building-play-dogs/,96,0,SET,confidence-building play,SET,Confidence-Building Play: Helping Shy and Fearful Dogs,SET,67,144,0,4,8,11,1858,Title length 67 (ideal 50-60),Shorten title (-7 chars),
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,https://pethubonline.com/play-recovery-after-surgery-dogs/,96,0,SET,play recovery after surgery,SET,Play Recovery After Surgery: Gentle Enrichment for,SET,63,134,0,4,5,10,2608,Title length 63 (ideal 50-60),Shorten title (-3 chars),
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",https://pethubonline.com/safe-tug-play-dogs/,96,0,SET,safe tug play with dogs,SET,"Safe Tug Play with Dogs: Rules, Benefits, and Common",SET,61,149,0,4,13,11,3097,Title length 61 (ideal 50-60),Shorten title (-1 chars),
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,https://pethubonline.com/scent-game-enrichment-dogs/,96,0,SET,scent-game enrichment for dogs,SET,Scent-Game Enrichment for Dogs: Using Smell to Engage,SET,62,149,0,4,18,9,3838,Title length 62 (ideal 50-60),Shorten title (-2 chars),
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,https://pethubonline.com/dog-toy-overstimulation-signs/,96,0,SET,signs of toy overstimulation in,SET,Signs of Toy Overstimulation in Dogs: When Play Becomes,SET,64,149,0,4,13,11,2889,Title length 64 (ideal 50-60),Shorten title (-4 chars),
5510,Dog Bed Sizing Guide: How to Measure Your Dog and Choose the Right Fit,https://pethubonline.com/dog-bed-sizing-guide/,96,0,SET,dog bed sizing guide,SET,Dog Bed Sizing Guide: How to Measure Your Dog and Choose,SET,70,149,0,5,11,14,5366,Title length 70 (ideal 50-60),Shorten title (-10 chars),
5509,"Pet Toy Safety: Understanding Materials, Hazards, and Standards",https://pethubonline.com/pet-toy-safety-guide/,96,0,SET,pet toy safety,SET,"Pet Toy Safety: Understanding Materials, Hazards, and",SET,63,129,0,5,15,15,6829,Title length 63 (ideal 50-60),Shorten title (-3 chars),
5508,Puppy Development Stages: A Complete Guide from Birth to Maturity,https://pethubonline.com/puppy-development-stages-guide/,96,0,SET,puppy development stages,SET,Puppy Development Stages: A Complete Guide from Birth to,SET,65,149,0,5,24,13,6161,Title length 65 (ideal 50-60),Shorten title (-5 chars),
5483,Dog Toy Lifespan: When to Replace Toys and How to Extend Their Life,https://pethubonline.com/dog-toy-lifespan-replacement/,96,0,SET,dog toy lifespan,SET,Dog Toy Lifespan: When to Replace Toys and How to Extend,SET,67,149,0,5,16,14,5758,Title length 67 (ideal 50-60),Shorten title (-7 chars),
5476,"Mental Stimulation Toys for Dogs: Puzzles, Games, and Brain Work",https://pethubonline.com/mental-stimulation-toys-dogs/,96,0,SET,mental stimulation toys for dogs,SET,"Mental Stimulation Toys for Dogs: Puzzles, Games, and",SET,64,149,0,5,18,15,4419,Title length 64 (ideal 50-60),Shorten title (-4 chars),
5471,"Dog Boredom Prevention: Signs, Solutions, and Enrichment Ideas",https://pethubonline.com/dog-boredom-prevention/,96,0,SET,dog boredom prevention,SET,"Dog Boredom Prevention: Signs, Solutions, and Enrichment",SET,62,149,0,5,32,16,4424,Title length 62 (ideal 50-60),Shorten title (-2 chars),
