id,title,old_meta_title,new_meta_title,old_meta_desc,new_meta_desc,alt_text_updated,status
4139,Best Dog Training Leads UK (2026) – Long Lines & Harnesses,,Best Dog Training Leads UK (2026) – Long Lines & Harnesses,,"Discover the best dog training leads available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4132,Best Puppy Training Guide UK (2026) – First Year Essentials,,Best Puppy Training Guide UK (2026) – First Year Essentials,,"Discover the best puppy training guide available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4125,Best Dog Training Treats UK (2026) – Reward Guide,,Best Dog Training Treats UK (2026) – Reward Guide,,"Discover the best dog training treats available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,,Best Dog Training and Behaviour UK (2026) – Complete Guide,,"Discover the best dog training and behaviour available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,,Best Dog Joint Supplements UK – Mobility Support Guide,,"Discover the best dog joint supplements available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,,Best Dog Flea Treatment UK (2026) – Prevention Guide,,"Discover the best dog flea treatment available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4096,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,,"Discover the best dog dental care available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4089,Best Dog Health and Care UK (2026) – Complete Guide,,Best Dog Health and Care UK (2026) – Complete Guide,,"Discover the best dog health and care available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4078,Best Dog Nail Clippers UK (2026) – Trimming & Grinding Guide,,Best Dog Nail Clippers UK (2026) – Trimming & Grinding Guide,,"Discover the best dog nail clippers available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4071,Best Dog Shampoo UK (2026) – Ingredients & Safety Guide,,Best Dog Shampoo UK (2026) – Ingredients & Safety Guide,,"Discover the best dog shampoo available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4064,Best Dog Brushes UK (2026) – Guide by Coat Type,,Best Dog Brushes UK (2026) – Guide by Coat Type,,"Discover the best dog brushes available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4057,Best Dog Grooming Supplies UK (2026) – Complete Guide,,Best Dog Grooming Supplies UK (2026) – Complete Guide,,"Discover the best dog grooming supplies available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4049,Best Puppy Collars UK (2026) – First Collar & Harness Guide,,Best Puppy Collars UK (2026) – First Collar & Harness Guide,,"Discover the best puppy collars available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4042,Best Dog Leads UK (2026) – Walking & Training Lead Guide,,Best Dog Leads UK (2026) – Walking & Training Lead Guide,,"Discover the best dog leads available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4034,Best No-Pull Dog Harnesses UK (2026) – Training & Comfort Guide,,Best No-Pull Dog Harnesses UK (2026) – Comfort Guide,,"Discover the best no-pull dog harnesses available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc (fixed)
4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,,Best Dog Collars and Harnesses UK (2026) – Complete Guide,,"Discover the best dog collars and harnesses available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4018,Best Puppy Beds UK (2026) – First Bed & Crate Training Guide,,Best Puppy Beds UK (2026) – First Bed & Crate Training Guide,,"Discover the best puppy beds available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4011,Best Cooling Dog Beds UK (2026) – Temperature Regulation Guide,,Best Cooling Dog Beds UK – Temperature Regulation Guide,,"Discover the best cooling dog beds available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
4004,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,,"Discover the best orthopaedic dog beds available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
3996,Best Dog Beds UK (2026) – Complete Guide & Honest Reviews,,Best Dog Beds UK (2026) – Complete Guide & Honest Reviews,,"Discover the best dog beds available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
3960,Best Puppy Toys UK (2026) – Teething & First Toys Guide,,Best Puppy Toys UK (2026) – Teething & First Toys Guide,,"Discover the best puppy toys available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
3959,Best Interactive Dog Toys UK (2026) – Puzzle & Enrichment Guide,,Best Interactive Dog Toys UK – Puzzle & Enrichment Guide,,"Discover the best interactive dog toys available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
3957,Best Indestructible Dog Toys UK (2026) – Tough Toys for Heavy Chewers,,Best Indestructible Dog Toys UK – Tough Toys for Heavy,,"Discover the best indestructible dog toys available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
3956,Best Dog Toys UK (2026) – Complete Guide & Honest Reviews,,Best Dog Toys UK (2026) – Complete Guide & Honest Reviews,,"Discover the best dog toys available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
3839,Best Puppy Food UK (2026) – Growth-Stage Nutrition Guide,,Best Puppy Food UK (2026) – Growth-Stage Nutrition Guide,,"Discover the best puppy food available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
3838,Dry vs Wet Dog Food UK – An Honest Comparison Guide,,Dry vs Wet Dog Food UK – An Honest Comparison Guide,,Your complete guide to dry vs wet dog food uk. Evidence-based advice and practical tips for UK pet owners in 2026.,no,updated_xmlrpc
3837,Best Dry Dog Food UK (2026) – Evidence-Based Guide,,Best Dry Dog Food UK (2026) – Evidence-Based Guide,,"Discover the best dry dog food available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
3836,Best Dog Food UK (2026) – Complete Buying Guide,,Best Dog Food UK (2026) – Complete Buying Guide,,"Discover the best dog food available in the UK for 2026. Expert-reviewed picks with honest ratings, pros, cons, and buying advice.",no,updated_xmlrpc
696,Essential Cat Supplies for Cat Owners – Number 1 Must-Haves,,Essential Cat Supplies for Cat Owners – Number 1 Must-Haves,,"Essential Cat Supplies for Cat Owners – Number 1 Must-Haves. Practical advice, expert tips, and everything UK pet owners need to know.",no,updated_xmlrpc
3,Dog Toys UK (2026) – Essential Guide for Pet Owners,Dog Toys UK (2026) - Essential Guide | PetHub,(unchanged),"Your complete guide to dog toys UK. Evidence-based advice, practical tips, and everything UK pet owners need to know in 2026.",(unchanged),no,no_change
